steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,1830.0,62,1830.0,61.0,61.0
153,2,4530.0,91,2700.0,151.0,90.0
351,3,10440.0,198,5910.0,348.0,197.0
417,4,12390.0,66,1950.0,413.0,197.0
541,5,16080.0,124,3690.0,536.0,197.0
598,6,17760.0,57,1680.0,592.0,197.0
726,7,21570.0,128,3810.0,719.0,197.0
853,8,25350.0,127,3780.0,845.0,197.0
927,9,27540.0,74,2190.0,918.0,197.0
997,10,29610.0,70,2070.0,987.0,197.0
1192,12,35400.0,102,3030.0,1180.0,197.0
1389,14,41250.0,64,1890.0,1375.0,197.0
1602,17,47550.0,49,1440.0,1585.0,197.0
1818,20,53940.0,90,2670.0,1798.0,197.0
2255,25,66900.0,140,4170.0,2230.0,197.0
2701,30,80130.0,109,3240.0,2671.0,197.0
3362,40,99660.0,60,1770.0,3322.0,197.0
4133,50,122490.0,51,1500.0,4083.0,197.0
4952,60,146760.0,70,2070.0,4892.0,197.0
5784,70,171420.0,56,1650.0,5714.0,197.0
6537,80,193710.0,97,2880.0,6457.0,197.0
7461,90,221130.0,88,2610.0,7371.0,197.0
8226,100,243780.0,77,2280.0,8126.0,197.0
9771,120,289530.0,61,1800.0,9651.0,197.0
11480,140,340200.0,83,2460.0,11340.0,197.0
13896,170,411780.0,85,2520.0,13726.0,197.0
16314,200,483420.0,84,2490.0,16114.0,197.0
20184,250,598020.0,62,1830.0,19934.0,197.0
23993,300,710790.0,80,2370.0,23693.0,197.0
31589,400,935670.0,80,2370.0,31189.0,197.0
40042,500,1186260.0,141,4200.0,39542.0,197.0
47823,600,1416690.0,100,2970.0,47223.0,197.0
56040,700,1660200.0,102,3030.0,55340.0,197.0
63701,800,1887030.0,60,1770.0,62901.0,197.0
71525,900,2118750.0,67,1980.0,70625.0,199.0
79923,1000,2367690.0,57,1680.0,78923.0,199.0
