steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.0,1,0.0,1.0
2,2,0.0,1,0.0,2.0
3,3,0.2,1,0.2,2.8
4,4,0.2,1,0.0,3.8
5,5,0.6000000000000001,1,0.4,4.3999999999999995
6,6,1.0,1,0.4,4.999999999999999
7,7,1.2,1,0.2,5.799999999999999
8,8,2.2,1,1.0,5.799999999999999
9,9,2.8000000000000003,1,0.6000000000000001,6.199999999999999
10,10,3.4000000000000004,1,0.6000000000000001,6.6
12,12,4.700000000000001,1,0.4,7.299999999999999
14,14,5.700000000000001,1,0.5,8.299999999999999
17,17,6.700000000000001,1,0.4,10.299999999999997
20,20,7.700000000000001,1,0.0,12.299999999999997
25,25,9.600000000000001,1,0.0,15.399999999999997
30,30,11.600000000000003,1,0.30000000000000004,18.399999999999995
40,40,16.200000000000003,1,0.0,23.799999999999994
50,50,22.500000000000004,1,0.9,27.499999999999993
60,60,25.800000000000004,1,0.0,34.199999999999996
70,70,31.900000000000006,1,0.2,38.099999999999994
80,80,37.199999999999996,1,0.30000000000000004,42.800000000000004
90,90,40.8,1,0.1,49.2
100,100,45.3,1,1.0,54.7
120,120,56.4,1,0.8,63.6
140,140,67.2,1,0.9,72.80000000000003
170,170,78.5,1,0.2,91.50000000000003
200,200,95.10000000000001,1,0.6000000000000001,104.90000000000002
250,250,122.4,1,0.8,127.60000000000002
300,300,148.19999999999996,1,0.0,151.80000000000004
400,400,196.99999999999994,1,0.4,203.00000000000006
500,500,245.89999999999986,1,0.0,254.10000000000014
600,600,294.2999999999999,1,0.7000000000000001,305.70000000000016
700,700,343.0999999999996,1,0.4,356.90000000000043
800,800,395.5999999999994,1,0.1,404.40000000000066
900,900,443.8999999999995,1,0.6000000000000001,456.10000000000053
1000,1000,491.99999999999955,1,0.6000000000000001,508.0000000000005
1200,1200,601.4999999999995,1,0.30000000000000004,598.5000000000007
1400,1400,712.3,1,1.0,687.7000000000003
1700,1700,856.1000000000004,1,1.0,843.8999999999999
2000,2000,1008.8999999999992,1,0.5,991.100000000001
2500,2500,1254.8999999999996,1,0.8,1245.1
3000,3000,1507.8999999999987,1,0.2,1492.1000000000008
4000,4000,1991.799999999994,1,0.6000000000000001,2008.2000000000055
5000,5000,2496.799999999996,1,0.30000000000000004,2503.2000000000035
6000,6000,2976.999999999999,1,0.7000000000000001,3023.0000000000005
7000,7000,3481.3000000000006,1,0.0,3518.699999999999
8000,8000,3972.6999999999957,1,0.8,4027.300000000004
9000,9000,4471.600000000001,1,0.5,4528.399999999998
10000,10000,4967.699999999999,1,0.5,5032.3
