steps,episode,total_return,episode_len,episode_return,total_regret
3,1,1.0,3,1.0,0.0
6,2,2.0,3,1.0,2.0
9,3,3.0,3,1.0,2.0
12,4,2.0,3,-1.0,4.0
15,5,3.0,3,1.0,6.0
18,6,0.0,3,-3.0,8.0
21,7,1.0,3,1.0,10.0
24,8,2.0,3,1.0,10.0
27,9,3.0,3,1.0,12.0
30,10,2.0,3,-1.0,14.0
36,12,4.0,3,1.0,16.0
42,14,2.0,3,-1.0,20.0
51,17,1.0,3,1.0,24.0
60,20,-6.0,3,-1.0,28.0
75,25,-5.0,3,1.0,32.0
90,30,-2.0,3,3.0,36.0
120,40,-2.0,3,1.0,40.0
150,50,-2.0,3,1.0,52.0
180,60,4.0,3,3.0,60.0
210,70,-4.0,3,-1.0,74.0
240,80,-4.0,3,1.0,82.0
270,90,-2.0,3,-1.0,94.0
300,100,-2.0,3,1.0,102.0
360,120,0.0,3,1.0,122.0
420,140,4.0,3,3.0,144.0
510,170,2.0,3,-1.0,176.0
600,200,12.0,3,-1.0,210.0
750,250,8.0,3,-1.0,264.0
900,300,30.0,3,3.0,316.0
1200,400,52.0,3,-1.0,416.0
1500,500,30.0,3,1.0,530.0
1800,600,28.0,3,-1.0,626.0
2100,700,46.0,3,-1.0,710.0
2400,800,46.0,3,1.0,826.0
2700,900,46.0,3,-1.0,930.0
3000,1000,58.0,3,-1.0,1034.0
3600,1200,18.0,3,-1.0,1252.0
4200,1400,-12.0,3,-1.0,1450.0
5100,1700,10.0,3,1.0,1760.0
6000,2000,38.0,3,-1.0,2050.0
7500,2500,26.0,3,-1.0,2562.0
9000,3000,46.0,3,-1.0,3034.0
12000,4000,24.0,3,-3.0,4002.0
15000,5000,94.0,3,3.0,4968.0
18000,6000,130.0,3,1.0,5932.0
21000,7000,122.0,3,-1.0,6868.0
24000,8000,146.0,3,-3.0,7870.0
27000,9000,114.0,3,1.0,8878.0
30000,10000,144.0,3,1.0,9862.0
