steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.5,1,0.5,0.5
2,2,1.0,1,0.5,1.0
3,3,1.3,1,0.30000000000000004,1.7
4,4,1.8,1,0.5,2.2
5,5,1.9000000000000001,1,0.1,3.1
6,6,2.0,1,0.1,4.0
7,7,2.3,1,0.30000000000000004,4.7
8,8,3.1999999999999997,1,0.9,4.8
9,9,3.9,1,0.7000000000000001,5.1
10,10,4.6,1,0.7000000000000001,5.3999999999999995
12,12,5.1,1,0.1,6.8999999999999995
14,14,7.1,1,1.0,6.8999999999999995
17,17,7.199999999999999,1,0.1,9.799999999999999
20,20,9.1,1,0.5,10.899999999999999
25,25,11.9,1,0.5,13.099999999999998
30,30,12.899999999999999,1,0.0,17.099999999999998
40,40,17.699999999999996,1,0.5,22.299999999999997
50,50,23.499999999999993,1,0.4,26.5
60,60,27.699999999999996,1,0.5,32.3
70,70,33.3,1,0.30000000000000004,36.7
80,80,37.800000000000004,1,0.0,42.199999999999996
90,90,42.60000000000001,1,0.6000000000000001,47.39999999999999
100,100,48.90000000000001,1,0.9,51.09999999999999
120,120,59.00000000000001,1,0.2,60.99999999999999
140,140,72.00000000000001,1,0.4,67.99999999999999
170,170,86.59999999999998,1,0.30000000000000004,83.40000000000002
200,200,106.69999999999997,1,0.7000000000000001,93.30000000000003
250,250,132.8,1,0.2,117.19999999999999
300,300,160.00000000000006,1,0.5,139.99999999999994
400,400,209.9000000000001,1,0.1,190.0999999999999
500,500,256.60000000000014,1,0.5,243.3999999999999
600,600,309.0000000000001,1,0.8,290.9999999999997
700,700,358.00000000000006,1,0.1,341.9999999999998
800,800,404.90000000000003,1,0.6000000000000001,395.0999999999998
900,900,449.40000000000003,1,0.7000000000000001,450.5999999999998
1000,1000,502.30000000000007,1,0.7000000000000001,497.69999999999976
1200,1200,606.9999999999994,1,0.0,593.0000000000005
1400,1400,715.5999999999995,1,0.9,684.4000000000004
1700,1700,871.4000000000001,1,0.9,828.5999999999998
2000,2000,1018.6000000000009,1,1.0,981.399999999999
2500,2500,1269.400000000001,1,0.2,1230.5999999999976
3000,3000,1528.5000000000014,1,0.30000000000000004,1471.4999999999973
4000,4000,2021.500000000001,1,0.7000000000000001,1978.4999999999977
5000,5000,2527.9000000000046,1,0.0,2472.0999999999926
6000,6000,3019.4000000000037,1,0.8,2980.5999999999935
7000,7000,3522.8000000000075,1,0.5,3477.19999999999
8000,8000,4024.9000000000074,1,0.2,3975.09999999999
9000,9000,4532.400000000012,1,1.0,4467.599999999983
10000,10000,5030.100000000021,1,1.0,4969.899999999974
