steps,episode,total_return,episode_len,episode_return,total_regret
90,1,-2.0,90,-2.0,0.0
180,2,-4.0,90,-2.0,2.0
270,3,-4.0,90,0.0,2.0
360,4,-4.0,90,0.0,4.0
450,5,-12.0,90,-8.0,6.0
540,6,-20.0,90,-8.0,8.0
630,7,-26.0,90,-6.0,10.0
720,8,-16.0,90,10.0,10.0
810,9,-6.0,90,10.0,12.0
900,10,-4.0,90,2.0,12.0
1080,12,-2.0,90,6.0,12.0
1260,14,-8.0,90,-8.0,14.0
1530,17,-4.0,90,8.0,18.0
1800,20,4.0,90,0.0,20.0
2250,25,40.0,90,-2.0,26.0
2700,30,46.0,90,-2.0,30.0
3600,40,66.0,90,-12.0,40.0
4500,50,106.0,90,2.0,50.0
5400,60,116.0,90,6.0,62.0
6300,70,64.0,90,0.0,72.0
7200,80,44.0,90,20.0,78.0
8100,90,46.0,90,14.0,88.0
9000,100,84.0,90,-12.0,100.0
10800,120,34.0,90,-10.0,120.0
12600,140,-12.0,90,-4.0,144.0
15300,170,-92.0,90,-6.0,176.0
18000,200,6.0,90,8.0,200.0
22500,250,32.0,90,6.0,248.0
27000,300,-56.0,90,0.0,294.0
36000,400,-234.0,90,16.0,388.0
45000,500,-22.0,90,-14.0,492.0
54000,600,-38.0,90,-12.0,586.0
63000,700,-116.0,90,-16.0,678.0
72000,800,-134.0,90,0.0,764.0
81000,900,-112.0,90,12.0,850.0
90000,1000,-164.0,90,-4.0,960.0
108000,1200,-86.0,90,10.0,1162.0
126000,1400,8.0,90,4.0,1358.0
153000,1700,84.0,90,-14.0,1676.0
180000,2000,-200.0,90,-6.0,1996.0
225000,2500,-168.0,90,-4.0,2532.0
270000,3000,12.0,90,2.0,3030.0
360000,4000,256.0,90,10.0,4020.0
450000,5000,-380.0,90,8.0,5074.0
540000,6000,-750.0,90,-2.0,6090.0
630000,7000,-830.0,90,0.0,7162.0
720000,8000,-730.0,90,8.0,8174.0
810000,9000,-898.0,90,6.0,9188.0
900000,10000,-768.0,90,16.0,10232.0
