steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
44,1,-0.00340909090909091,44,-0.00340909090909091,1,0
88,2,-0.007954545454545452,44,-0.004545454545454546,2,0
132,3,-0.014318181818181808,44,-0.006363636363636362,3,0
176,4,-0.020227272727272746,44,-0.005909090909090908,4,0
220,5,-0.02500000000000005,44,-0.004772727272727273,5,0
264,6,-0.02886363636363644,44,-0.0038636363636363647,6,0
308,7,-0.03431818181818193,44,-0.005454545454545454,7,0
352,8,-0.03909090909090923,44,-0.004772727272727273,8,0
396,9,-0.04431818181818199,44,-0.005227272727272727,9,0
440,10,-0.049090909090909296,44,-0.004772727272727273,10,0
528,12,-0.06045454545454573,44,-0.005,12,0
616,14,-0.06954545454545488,44,-0.004090909090909092,14,0
748,17,-0.08363636363636406,44,-0.004772727272727273,17,0
880,20,-0.10000000000000053,44,-0.005681818181818181,20,0
1100,25,-0.6238341013890053,44,-0.9297074444668385,25,0
1320,30,-2.1782792246606784,44,-0.005909090909090908,30,0
1760,40,-2.229188315569723,44,-0.005227272727272727,40,0
2200,50,-1.688913331461256,44,-0.005681818181818181,49,0
2640,60,-2.3495990196249736,44,-0.004772727272727273,59,0
3080,70,-1.601900911118096,44,-0.005454545454545454,69,0
3520,80,-1.6564463656635542,44,-0.005,79,0
3960,90,-2.0552211616777196,44,-0.005454545454545454,89,0
4400,100,-2.13145029934347,44,-0.005,99,0
5280,120,-4.1368213839436105,44,-0.005227272727272727,118,0
6160,140,-3.745936328599787,44,-0.1478821882688187,138,0
7480,170,-7.15031153983602,44,-0.9796951677199157,168,0
8800,200,-10.593351147548118,44,-0.005454545454545454,198,0
11000,250,-6.828248223402426,44,-0.004318181818181819,246,0
13200,300,-6.759213989840771,44,-0.005,296,0
17600,400,-5.2892724568473675,44,-0.315780007668043,394,0
22000,500,-8.117792292631997,44,-0.005909090909090908,492,0
26400,600,-1.2870722984156457,44,0.5025035493827685,589,0
30800,700,0.3392937606442751,44,-0.005,688,0
35200,800,-2.199173229442388,44,-0.004545454545454546,786,0
39600,900,-6.331758937379907,44,-0.006363636363636362,881,0
44000,1000,-7.738519718597812,44,-0.005909090909090908,980,0
52800,1200,-9.1559454221977,44,-0.006136363636363635,1176,0
61600,1400,-2.6985920775807783,44,-0.004545454545454546,1375,0
74800,1700,-13.293656853765508,44,-0.004545454545454546,1669,0
88000,2000,-8.490656175430596,44,-0.004318181818181819,1962,0
110000,2500,-33.78590078475319,44,-0.005909090909090908,2448,0
132000,3000,-27.53554166145931,44,-0.005454545454545454,2932,0
176000,4000,-42.77332574563476,44,-0.005681818181818181,3906,0
220000,5000,-33.895663764196044,44,-0.005454545454545454,4885,0
264000,6000,-44.59941351489691,44,-0.004318181818181819,5869,0
308000,7000,-63.70944563940335,44,-0.004772727272727273,6848,0
352000,8000,-77.84914762091032,44,-0.005454545454545454,7816,0
396000,9000,-94.46216527008643,44,-0.004318181818181819,8798,0
440000,10000,-95.92367470219462,44,-0.004090909090909092,9773,0
