steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1.0,1,-1.0,2.0
2,2,0.0,1,1.0,2.0
3,3,-1.0,1,-1.0,4.0
4,4,-2.0,1,-1.0,6.0
5,5,-3.0,1,-1.0,8.0
6,6,-4.0,1,-1.0,10.0
7,7,-5.0,1,-1.0,12.0
8,8,-6.0,1,-1.0,14.0
9,9,-7.0,1,-1.0,16.0
10,10,-8.0,1,-1.0,18.0
12,12,-10.0,1,-1.0,22.0
14,14,-12.0,1,-1.0,26.0
17,17,-13.0,1,-1.0,30.0
20,20,-16.0,1,-1.0,36.0
25,25,-21.0,1,-1.0,46.0
30,30,-26.0,1,-1.0,56.0
40,40,-36.0,1,-1.0,76.0
50,50,-42.0,1,-1.0,92.0
60,60,-46.0,1,1.0,106.0
70,70,-54.0,1,-1.0,124.0
80,80,-64.0,1,-1.0,144.0
90,90,-70.0,1,-1.0,160.0
100,100,-80.0,1,-1.0,180.0
120,120,-100.0,1,-1.0,220.0
140,140,-116.0,1,-1.0,256.0
170,170,-138.0,1,-1.0,308.0
200,200,-166.0,1,-1.0,366.0
250,250,-208.0,1,-1.0,458.0
300,300,-242.0,1,-1.0,542.0
400,400,-310.0,1,-1.0,710.0
500,500,-384.0,1,-1.0,884.0
600,600,-470.0,1,-1.0,1070.0
700,700,-540.0,1,-1.0,1240.0
800,800,-622.0,1,-1.0,1422.0
900,900,-702.0,1,-1.0,1602.0
1000,1000,-784.0,1,-1.0,1784.0
1200,1200,-956.0,1,-1.0,2156.0
1400,1400,-1106.0,1,-1.0,2506.0
1700,1700,-1338.0,1,-1.0,3038.0
2000,2000,-1578.0,1,-1.0,3578.0
2500,2500,-1976.0,1,-1.0,4476.0
3000,3000,-2370.0,1,-1.0,5370.0
4000,4000,-3172.0,1,1.0,7172.0
5000,5000,-3952.0,1,-1.0,8952.0
6000,6000,-4756.0,1,-1.0,10756.0
7000,7000,-5592.0,1,-1.0,12592.0
8000,8000,-6400.0,1,-1.0,14400.0
9000,9000,-7220.0,1,-1.0,16220.0
10000,10000,-8032.0,1,-1.0,18032.0
