steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
57,1,40.822661745538895,57,40.822661745538895,56.0,56.0
129,2,112.72210436563492,72,71.89944262009602,127.0,71.0
216,3,221.81353573655272,87,109.09143137091782,213.0,86.0
287,4,274.5696298766968,71,52.75609414014409,283.0,86.0
363,5,319.0070367386665,76,44.43740686196971,358.0,86.0
433,6,375.69518368385775,70,56.688146945191264,427.0,86.0
488,7,409.0888304559083,55,33.39364677205044,481.0,86.0
548,8,491.1129671818159,60,82.02413672590774,540.0,86.0
606,9,569.2780718174753,58,78.1651046356593,597.0,86.0
685,10,618.6255856463083,79,49.347513828832895,675.0,86.0
854,12,798.3534725968507,114,133.6857652481177,842.0,113.0
1140,14,1141.4570444814303,84,105.59710359370155,1126.0,201.0
1431,17,1380.8303924070678,58,38.24301948882377,1414.0,201.0
1603,20,1553.6217549952462,49,38.08086405621677,1583.0,201.0
2021,25,2008.1708101296263,64,113.20817637016023,1996.0,201.0
2502,30,2488.460615703483,74,62.63717407558802,2472.0,201.0
3266,40,3329.682745739925,58,74.85317937212598,3226.0,201.0
3978,50,4052.5258116740993,66,72.10367615545698,3928.0,201.0
4759,60,4798.578858728287,90,123.0716575850772,4699.0,201.0
5542,70,5623.319543801224,94,98.63281878340307,5472.0,201.0
6407,80,6494.404298861833,68,85.86384691556052,6327.0,201.0
7134,90,7171.14618085478,67,61.31242218241131,7044.0,201.0
7968,100,8009.836979517354,94,91.06586306628002,7868.0,201.0
9470,120,9423.539388618312,67,44.19810374699457,9350.0,201.0
11008,140,11116.77088613532,61,98.6596111516486,10868.0,201.0
13592,170,13430.974589329295,89,99.1896138168635,13422.0,201.0
16048,200,15670.065608932504,124,156.7133780313721,15848.0,201.0
19682,250,19070.349012534774,94,49.52515504346905,19432.0,201.0
23260,300,22656.0494311441,62,68.90666976680718,22960.0,201.0
31359,400,30929.27520613905,122,145.87588132086685,30959.0,243.0
39165,500,38182.02055763454,45,53.617112285814365,38665.0,243.0
47323,600,46366.69125407313,74,69.99092288943488,46723.0,243.0
55133,700,54092.15921576402,77,77.5283877830415,54433.0,243.0
63346,800,62235.714851250304,47,54.11013733111158,62546.0,243.0
71451,900,70727.18222621274,51,67.08138738312984,70551.0,243.0
79407,1000,78508.93379701633,77,69.96309467001399,78407.0,243.0
