steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
30,1,-0.006999999999999998,30,-0.006999999999999998,1,0
60,2,-0.010999999999999996,30,-0.004000000000000001,2,0
90,3,-0.01566666666666666,30,-0.004666666666666667,3,0
120,4,-0.02133333333333335,30,-0.005666666666666666,4,0
150,5,-0.028000000000000046,30,-0.006666666666666665,5,0
180,6,-0.031666666666666725,30,-0.0036666666666666675,6,0
210,7,-0.036666666666666695,30,-0.005,7,0
240,8,-0.041,30,-0.004333333333333334,8,0
270,9,-0.044666666666666646,30,-0.0036666666666666675,9,0
300,10,-0.049666666666666616,30,-0.005,10,0
360,12,-0.05633333333333324,30,-0.004000000000000001,12,0
420,14,-0.06633333333333326,30,-0.005333333333333333,14,0
510,17,-0.08200000000000016,30,-0.005,17,0
600,20,-0.09800000000000039,30,-0.005666666666666666,20,0
750,25,-0.11833333333333403,30,-0.0036666666666666675,25,0
900,30,-0.1430000000000003,30,-0.005666666666666666,30,0
1200,40,-0.190999999999999,30,-0.004666666666666667,40,0
1500,50,-0.23933333333333104,30,-0.004000000000000001,50,0
1800,60,-0.28933333333333294,30,-0.0036666666666666675,60,0
2100,70,-0.34000000000000247,30,-0.005333333333333333,70,0
2400,80,-0.3863333333333384,30,-0.004333333333333334,80,0
2700,90,-0.43266666666667436,30,-0.004000000000000001,90,0
3000,100,-0.479666666666677,30,-0.005666666666666666,100,0
3600,120,-0.5866666666666686,30,-0.004333333333333334,120,0
4200,140,-0.6899999999999905,30,-0.004000000000000001,140,0
5100,170,-0.8363333333333077,30,-0.0076666666666666645,170,0
6000,200,-0.9866666666666245,30,-0.006333333333333332,200,0
7500,250,-1.2363333333332638,30,-0.004333333333333334,250,0
9000,300,-1.4876666666665694,30,-0.0073333333333333315,300,0
12000,400,-1.973666666666516,30,-0.005,400,0
15000,500,-2.466999999999795,30,-0.006666666666666665,500,0
18000,600,-2.9733333333330725,30,-0.004000000000000001,600,0
21000,700,-3.47866666666635,30,-0.005,700,0
24000,800,-3.96599999999963,30,-0.004333333333333334,800,0
27000,900,-4.468000000000198,30,-0.005333333333333333,900,0
30000,1000,-4.983000000000827,30,-0.003333333333333334,1000,0
36000,1200,-5.991000000002059,30,-0.004333333333333334,1200,0
42000,1400,-6.996000000003288,30,-0.005333333333333333,1400,0
51000,1700,-8.486666666671775,30,-0.005,1700,0
60000,2000,-9.992000000006948,30,-0.004000000000000001,2000,0
75000,2500,-12.48900000001,30,-0.005666666666666666,2500,0
90000,3000,-14.961666666679688,30,-0.004666666666666667,3000,0
120000,4000,-19.96900000001914,30,-0.004666666666666667,4000,0
150000,5000,-24.942666666691885,30,-0.005333333333333333,5000,0
180000,6000,-29.951666666698006,30,-0.004000000000000001,6000,0
210000,7000,-34.98700000000566,30,-0.004000000000000001,7000,0
240000,8000,-39.96699999995867,30,-0.005666666666666666,8000,0
270000,9000,-44.964999999911505,30,-0.003333333333333334,9000,0
300000,10000,-49.927666666531344,30,-0.005,10000,0
