steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-989.4647685776683,1000,-989.4647685776683,-1000.0
2000,2,-1987.0343674971382,1000,-997.5695989194722,-2000.0
3000,3,-2982.094448499743,1000,-995.0600810026002,-3000.0
4000,4,-3973.4026157768903,1000,-991.3081672771435,-4000.0
5000,5,-4973.996692289994,1000,-1000.5940765131012,-5000.0
6000,6,-5974.867667390299,1000,-1000.8709751003196,-6000.0
7000,7,-6971.902874131322,1000,-997.0352067410182,-7000.0
8000,8,-7970.247877972371,1000,-998.3450038410543,-8000.0
9000,9,-8969.853641390935,1000,-999.6057634185785,-9000.0
10000,10,-9972.61778027704,1000,-1002.7641388861257,-10000.0
12000,12,-11973.985975233496,1000,-1001.3137194577106,-12000.0
14000,14,-13977.172451882072,1000,-1003.5078749395495,-14000.0
17000,17,-16966.28284346328,1000,-1000.9880408431744,-17000.0
20000,20,-19962.05956492396,1000,-1001.3141491398923,-20000.0
25000,25,-24963.019895673784,1000,-999.6702947893077,-25000.0
30000,30,-29962.475601306556,1000,-996.8055041654317,-30000.0
40000,40,-39968.71530981692,1000,-1001.9998049833728,-40000.0
50000,50,-49968.33188913897,1000,-1000.5074998391269,-50000.0
60000,60,-59971.07398900331,1000,-996.2707185258423,-60000.0
70000,70,-69970.0524893542,1000,-997.8347886518967,-70000.0
80000,80,-79971.27036845061,1000,-997.7475036250312,-80000.0
90000,90,-89973.35482152695,1000,-996.726085723235,-90000.0
100000,100,-99976.75124743774,1000,-1007.1791847505142,-100000.0
120000,120,-119969.76940969001,1000,-997.7940344955994,-120000.0
140000,140,-139964.70449209868,1000,-995.1015858480818,-140000.0
170000,170,-169946.24214333913,1000,-1000.11299434037,-170000.0
200000,200,-199941.9155043254,1000,-999.849087665327,-200000.0
250000,250,-249906.99547875288,1000,-1005.3064351073377,-250000.0
300000,300,-299899.8476732124,1000,-1003.4363950932228,-300000.0
400000,400,-399897.9712953736,1000,-1002.0758907934955,-400000.0
500000,500,-499898.2962719457,1000,-1001.1999641652345,-500000.0
600000,600,-599914.4312448296,1000,-1001.3647691255843,-600000.0
700000,700,-699894.4377301086,1000,-1002.5992854616744,-700000.0
800000,800,-799889.7204498018,1000,-993.0972192114393,-800000.0
900000,900,-899900.5015882603,1000,-998.5594604609306,-900000.0
1000000,1000,-999861.8730559937,1000,-997.922271383134,-1000000.0
