steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-3.346423765602542,1,-3.346423765602542,2.0
2,2,-10.442625661525398,1,-7.096201895922856,4.0
3,3,-11.251967116039285,1,-0.8093414545138886,6.0
4,4,-25.233277682262074,1,-13.981310566222788,8.0
5,5,-34.21873111682024,1,-8.985453434558167,10.0
6,6,-35.48450483499078,1,-1.265773718170545,12.0
7,7,-32.14746716043352,1,3.3370376745572585,14.0
8,8,-42.59130172447463,1,-10.443834564041113,16.0
9,9,-57.537258281694356,1,-14.945956557219725,16.0
10,10,-54.03292302829344,1,3.504335253400921,18.0
12,12,-29.581753942967225,1,8.597297651044046,20.0
14,14,-29.474216006608646,1,0.6483515588008797,24.0
17,17,-49.45955767741946,1,-21.807519905946528,26.0
20,20,-30.891574258812575,1,-5.402294903437887,32.0
25,25,-18.27393732514752,1,-6.078653864759165,42.0
30,30,7.805078209251732,1,-1.8411028964584677,48.0
40,40,-4.58587567495227,1,-3.1644554538054672,66.0
50,50,-24.931187968740307,1,-7.041488146453756,82.0
60,60,-15.467940665762498,1,-18.51959071394111,100.0
70,70,45.33599299721208,1,10.287903893136823,120.0
80,80,12.780472363843401,1,-15.261110585456375,132.0
90,90,30.82247052500464,1,-1.3015016124422503,152.0
100,100,55.80346293264829,1,4.870993817241615,172.0
120,120,64.82349287324365,1,6.90613856262845,206.0
140,140,-25.705670780861766,1,-3.1089385262260048,242.0
170,170,-76.95115447341671,1,14.668438207171894,298.0
200,200,-155.27498160546403,1,12.78931786289482,356.0
250,250,-118.3381587271021,1,7.5645545383037796,436.0
300,300,-191.47276311523518,1,-26.224316238899533,516.0
400,400,-224.18304971209108,1,-4.055409439575493,688.0
500,500,-212.02787824381713,1,7.356723933448304,868.0
600,600,-208.55996898630298,1,0.09380182163942608,1040.0
700,700,-337.36064407829156,1,20.88817153015207,1216.0
800,800,-302.5362266469693,1,-7.475200639719285,1398.0
900,900,-506.81200681454936,1,-19.01357341496653,1578.0
1000,1000,-374.45150598900227,1,-20.93424091477724,1760.0
1200,1200,-475.3798845387789,1,-9.107352393774764,2120.0
1400,1400,-554.3861709113402,1,-26.758680886271087,2482.0
1700,1700,-691.0858168728747,1,-12.043044290983438,3038.0
2000,2000,-801.5859139277081,1,-15.55918230529228,3582.0
2500,2500,-1065.645257102042,1,-21.72772361160748,4472.0
3000,3000,-1227.4630117178235,1,7.996299148306312,5362.0
4000,4000,-2100.5091134460085,1,-11.99397985679953,7168.0
5000,5000,-2308.3839109789214,1,4.390946680870354,8940.0
6000,6000,-3122.4651405751238,1,11.584643839951319,10740.0
7000,7000,-4306.5998667458725,1,-2.1695408710823916,12546.0
8000,8000,-4817.243029462197,1,-27.54698869669712,14382.0
9000,9000,-5585.113015990497,1,-11.92088032688836,16154.0
10000,10000,-7143.198374169876,1,-21.259876456109875,17970.0
