steps,episode,total_return,episode_len,episode_return,total_regret
1,1,1.0,1,1.0,0.0
2,2,0.0,1,-1.0,2.0
3,3,-1.0,1,-1.0,4.0
4,4,-2.0,1,-1.0,6.0
5,5,-3.0,1,-1.0,8.0
6,6,-2.0,1,1.0,8.0
7,7,-3.0,1,-1.0,10.0
8,8,-4.0,1,-1.0,12.0
9,9,-5.0,1,-1.0,14.0
10,10,-6.0,1,-1.0,16.0
12,12,-8.0,1,-1.0,20.0
14,14,-10.0,1,-1.0,24.0
17,17,-13.0,1,-1.0,30.0
20,20,-16.0,1,-1.0,36.0
25,25,-21.0,1,-1.0,46.0
30,30,-26.0,1,-1.0,56.0
40,40,-36.0,1,-1.0,76.0
50,50,-44.0,1,-1.0,94.0
60,60,-52.0,1,-1.0,112.0
70,70,-58.0,1,-1.0,128.0
80,80,-66.0,1,-1.0,146.0
90,90,-74.0,1,-1.0,164.0
100,100,-82.0,1,-1.0,182.0
120,120,-94.0,1,-1.0,214.0
140,140,-108.0,1,-1.0,248.0
170,170,-124.0,1,-1.0,294.0
200,200,-148.0,1,-1.0,348.0
250,250,-182.0,1,1.0,432.0
300,300,-218.0,1,-1.0,518.0
400,400,-302.0,1,-1.0,702.0
500,500,-394.0,1,-1.0,894.0
600,600,-482.0,1,-1.0,1082.0
700,700,-566.0,1,-1.0,1266.0
800,800,-646.0,1,-1.0,1446.0
900,900,-734.0,1,-1.0,1634.0
1000,1000,-814.0,1,1.0,1814.0
1200,1200,-958.0,1,-1.0,2158.0
1400,1400,-1146.0,1,-1.0,2546.0
1700,1700,-1384.0,1,-1.0,3084.0
2000,2000,-1614.0,1,-1.0,3614.0
2500,2500,-2018.0,1,-1.0,4518.0
3000,3000,-2420.0,1,-1.0,5420.0
4000,4000,-3212.0,1,-1.0,7212.0
5000,5000,-4012.0,1,-1.0,9012.0
6000,6000,-4798.0,1,-1.0,10798.0
7000,7000,-5618.0,1,-1.0,12618.0
8000,8000,-6414.0,1,-1.0,14414.0
9000,9000,-7204.0,1,-1.0,16204.0
10000,10000,-8004.0,1,1.0,18004.0
