steps,episode,total_return,episode_len,episode_return,total_regret
1,1,3.1792359568593693,1,3.1792359568593693,0.8
2,2,8.920552825242938,1,5.741316868383568,1.6
3,3,11.174598058565357,1,2.2540452333224184,1.9
4,4,12.288598644811335,1,1.1140005862459788,2.7
5,5,8.000482319835132,1,-4.288116324976203,3.7
6,6,7.112660358789318,1,-0.887821961045814,4.7
7,7,2.0751129496090437,1,-5.0375474091802745,5.0
8,8,7.682650213250908,1,5.6075372636418646,5.0
9,9,8.966008890510341,1,1.2833586772594328,5.1
10,10,19.730784197427194,1,10.764775306916853,5.199999999999999
12,12,19.109565350897817,1,0.42886710676883566,6.3999999999999995
14,14,27.224774692332844,1,4.788206602173306,7.199999999999999
17,17,22.224353212628422,1,-3.20430503960099,9.6
20,20,27.620102547885505,1,3.928107288639757,11.200000000000001
25,25,17.55046478109317,1,0.7231603459147715,13.800000000000002
30,30,11.498951946959892,1,-2.502284854967539,17.6
40,40,16.588133496388668,1,5.041001990283212,23.8
50,50,38.786706726495176,1,3.5976476503809627,28.099999999999998
60,60,44.95059373946458,1,-0.9664743364430703,33.3
70,70,60.1850650035766,1,-2.433552708207824,37.8
80,80,75.59296606963053,1,2.9211748570385803,43.3
90,90,68.94714070645077,1,-3.030302812810547,48.8
100,100,76.48224785386596,1,0.4794858929363507,53.89999999999999
120,120,91.92172719165565,1,-4.171770704370704,63.999999999999986
140,140,118.46334391688073,1,2.272568157362759,71.49999999999997
170,170,128.74071495364285,1,-0.42209020529379704,87.69999999999995
200,200,86.2582912178961,1,-1.5171398962883251,103.19999999999999
250,250,104.96169300256683,1,6.589016615197272,127.50000000000001
300,300,126.25301833532362,1,0.669704698167191,153.8
400,400,173.76831766373346,1,5.830988925548474,202.99999999999991
500,500,226.1111377882018,1,4.038700299161306,252.69999999999993
600,600,337.7536363140154,1,1.343432782621461,298.20000000000005
700,700,413.7532365376937,1,1.2251746685640361,350.3
800,800,450.13591684084196,1,-0.26612689906727394,399.8
900,900,482.4323622600417,1,2.171968245267,453.00000000000006
1000,1000,521.3038270896482,1,-3.41157569778855,501.59999999999997
1200,1200,646.1093994650374,1,2.7589302634068913,600.6000000000006
1400,1400,770.8966670199378,1,0.3894612294421791,694.3000000000006
1700,1700,968.1136159852058,1,0.8202488495033256,844.3000000000004
2000,2000,1208.4509929910946,1,-2.5065544340040864,995.0000000000006
2500,2500,1483.106272670062,1,-4.841284950542622,1250.8000000000004
3000,3000,1718.7547798734533,1,1.247998832206538,1499.3000000000006
4000,4000,2151.407895158866,1,7.380124652013167,2000.7999999999986
5000,5000,2731.6485404339846,1,4.041788174085409,2491.899999999999
6000,6000,3167.1351772636053,1,5.08327725455943,3023.399999999996
7000,7000,3668.207492813557,1,1.027777323715883,3523.5999999999976
8000,8000,4069.9998487121925,1,0.1162553083098305,4026.7
9000,9000,4714.172798024276,1,6.91650855579503,4530.299999999999
10000,10000,5243.7068762836825,1,-2.2850110589876658,5039.199999999988
