steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,61.0,62,61.0,61.0,61.0
174,2,172.0,112,111.0,172.0,111.0
233,3,230.0,59,58.0,230.0,111.0
293,4,289.0,60,59.0,289.0,111.0
369,5,364.0,76,75.0,364.0,111.0
486,6,480.0,117,116.0,480.0,116.0
541,7,534.0,55,54.0,534.0,116.0
604,8,596.0,63,62.0,596.0,116.0
683,9,674.0,79,78.0,674.0,116.0
746,10,736.0,63,62.0,736.0,116.0
886,12,874.0,83,82.0,874.0,116.0
1011,14,997.0,67,66.0,997.0,116.0
1247,17,1230.0,64,63.0,1230.0,116.0
1454,20,1434.0,52,51.0,1434.0,116.0
1985,25,1960.0,60,59.0,1960.0,143.0
2367,30,2337.0,97,96.0,2337.0,143.0
3060,40,3020.0,88,87.0,3020.0,143.0
3767,50,3717.0,64,63.0,3717.0,146.0
4573,60,4513.0,78,77.0,4513.0,146.0
5372,70,5302.0,67,66.0,5302.0,146.0
6239,80,6159.0,146,145.0,6159.0,146.0
7089,90,6999.0,63,62.0,6999.0,146.0
7894,100,7794.0,80,79.0,7794.0,146.0
9542,120,9422.0,84,83.0,9422.0,195.0
11190,140,11050.0,73,72.0,11050.0,195.0
13809,170,13639.0,76,75.0,13639.0,195.0
16339,200,16139.0,50,49.0,16139.0,243.0
20122,250,19872.0,67,66.0,19872.0,243.0
23999,300,23699.0,85,84.0,23699.0,243.0
31832,400,31432.0,82,81.0,31432.0,243.0
39990,500,39490.0,44,43.0,39490.0,243.0
48263,600,47663.0,49,48.0,47663.0,243.0
56464,700,55764.0,69,68.0,55764.0,243.0
64664,800,63864.0,62,61.0,63864.0,260.0
72570,900,71670.0,70,69.0,71670.0,260.0
80540,1000,79540.0,103,102.0,79540.0,260.0
