steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
36,1,-0.005555555555555556,36,-0.005555555555555556,1,0
72,2,-0.009722222222222222,36,-0.004166666666666667,2,0
108,3,-0.014722222222222223,36,-0.005,3,0
144,4,-0.021388888888888857,36,-0.006666666666666667,4,0
180,5,-0.027777777777777707,36,-0.006388888888888889,5,0
216,6,-0.034444444444444375,36,-0.006666666666666667,6,0
252,7,-0.03861111111111107,36,-0.004166666666666667,7,0
288,8,-0.04388888888888888,36,-0.005277777777777778,8,0
324,9,-0.04972222222222225,36,-0.005833333333333334,9,0
360,10,-0.05472222222222228,36,-0.005,10,0
432,12,-0.06388888888888901,36,-0.0044444444444444444,12,0
504,14,-0.07444444444444463,36,-0.005,14,0
612,17,-0.09166666666666697,36,-0.005555555555555556,17,0
720,20,-0.10638888888888928,36,-0.005,20,0
900,25,-0.13250000000000017,36,-0.004166666666666667,25,0
1080,30,-0.15944444444444344,36,-0.003888888888888889,30,0
1440,40,-0.21194444444444116,36,-0.005833333333333334,40,0
1800,50,-0.2608333333333279,36,-0.004166666666666667,50,0
2160,60,-0.3111111111111035,36,-0.0044444444444444444,60,0
2520,70,-0.3580555555555459,36,-0.005277777777777778,70,0
2880,80,-0.404166666666655,36,-0.004722222222222222,80,0
3240,90,-0.45583333333331943,36,-0.006666666666666667,90,0
3600,100,-0.5019444444444289,36,-0.005277777777777778,100,0
4320,120,-0.6025000000000001,36,-0.0033333333333333335,120,0
5040,140,-0.70833333333335,36,-0.003888888888888889,140,0
6120,170,-0.8547222222222618,36,-0.005,170,0
7200,200,-1.0105555555556194,36,-0.004722222222222222,200,0
9000,250,-1.256666666666769,36,-0.004722222222222222,250,0
10800,300,-1.506666666666808,36,-0.003888888888888889,300,0
14400,400,-2.0127777777779983,36,-0.004166666666666667,400,0
18000,500,-2.5030555555558527,36,-0.005277777777777778,500,0
21600,600,-3.0038888888892643,36,-0.004166666666666667,600,0
25200,700,-3.5072222222226763,36,-0.005555555555555556,700,0
28800,800,-4.008055555556088,36,-0.004722222222222222,800,0
32400,900,-4.475833333333939,36,-0.006666666666666667,900,0
36000,1000,-4.9688888888895715,36,-0.0044444444444444444,1000,0
43200,1200,-5.992222222223065,36,-0.005555555555555556,1200,0
50400,1400,-6.992500000000999,36,-0.0036111111111111114,1400,0
61200,1700,-8.487222222221897,36,-0.004722222222222222,1700,0
72000,2000,-9.981944444439574,36,-0.005555555555555556,2000,0
90000,2500,-12.475555555543101,36,-0.004166666666666667,2500,0
108000,3000,-14.965277777757752,36,-0.004722222222222222,3000,0
144000,4000,-20.000555555545798,36,-0.006388888888888889,4000,0
180000,5000,-25.014166666673724,36,-0.003888888888888889,5000,0
216000,6000,-30.019444444468288,36,-0.006388888888888889,6000,0
252000,7000,-34.97194444444688,36,-0.0044444444444444444,7000,0
288000,8000,-39.96333333328867,36,-0.005277777777777778,8000,0
324000,9000,-44.96805555546367,36,-0.0044444444444444444,9000,0
360000,10000,-49.93472222208347,36,-0.005555555555555556,10000,0
