steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
58,1,57.0,58,57.0,57.0,57.0
130,2,128.0,72,71.0,128.0,71.0
213,3,210.0,83,82.0,210.0,82.0
337,4,333.0,124,123.0,333.0,123.0
435,5,430.0,98,97.0,430.0,123.0
479,6,473.0,44,43.0,473.0,123.0
539,7,532.0,60,59.0,532.0,123.0
615,8,607.0,76,75.0,607.0,123.0
681,9,672.0,66,65.0,672.0,123.0
737,10,727.0,56,55.0,727.0,123.0
999,12,987.0,136,135.0,987.0,135.0
1167,14,1153.0,52,51.0,1153.0,135.0
1385,17,1368.0,57,56.0,1368.0,135.0
1694,20,1674.0,97,96.0,1674.0,135.0
2157,25,2132.0,69,68.0,2132.0,137.0
2572,30,2542.0,54,53.0,2542.0,169.0
3315,40,3275.0,59,58.0,3275.0,169.0
4050,50,4000.0,116,115.0,4000.0,169.0
4777,60,4717.0,57,56.0,4717.0,169.0
5518,70,5448.0,59,58.0,5448.0,169.0
6538,80,6458.0,105,104.0,6458.0,174.0
7409,90,7319.0,83,82.0,7319.0,174.0
8299,100,8199.0,79,78.0,8199.0,174.0
10051,120,9931.0,88,87.0,9931.0,174.0
11705,140,11565.0,85,84.0,11565.0,174.0
13980,170,13810.0,86,85.0,13810.0,174.0
16571,200,16371.0,89,88.0,16371.0,174.0
20444,250,20194.0,60,59.0,20194.0,174.0
24358,300,24058.0,72,71.0,24058.0,174.0
32636,400,32236.0,68,67.0,32236.0,182.0
40571,500,40071.0,66,65.0,40071.0,182.0
48601,600,48001.0,53,52.0,48001.0,182.0
56469,700,55769.0,54,53.0,55769.0,182.0
64582,800,63782.0,69,68.0,63782.0,182.0
72523,900,71623.0,103,102.0,71623.0,186.0
80129,1000,79129.0,71,70.0,79129.0,186.0
