steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-8.0,20,-8.0,2.0
40,2,-10.0,20,-2.0,4.0
60,3,-20.0,20,-10.0,6.0
80,4,-24.0,20,-4.0,6.0
100,5,-22.0,20,2.0,6.0
120,6,-24.0,20,-2.0,6.0
140,7,-28.0,20,-4.0,8.0
160,8,-30.0,20,-2.0,10.0
180,9,-28.0,20,2.0,10.0
200,10,-32.0,20,-4.0,12.0
240,12,-30.0,20,0.0,14.0
280,14,-28.0,20,2.0,14.0
340,17,-30.0,20,0.0,18.0
400,20,-28.0,20,-2.0,20.0
500,25,-20.0,20,-4.0,24.0
600,30,-26.0,20,2.0,32.0
800,40,-20.0,20,0.0,46.0
1000,50,-24.0,20,-2.0,56.0
1200,60,-40.0,20,-4.0,70.0
1400,70,-32.0,20,6.0,80.0
1600,80,2.0,20,10.0,88.0
1800,90,-12.0,20,4.0,94.0
2000,100,-14.0,20,2.0,104.0
2400,120,-4.0,20,12.0,124.0
2800,140,-4.0,20,-2.0,154.0
3400,170,16.0,20,-8.0,188.0
4000,200,-22.0,20,6.0,214.0
5000,250,-62.0,20,4.0,266.0
6000,300,-44.0,20,-8.0,318.0
8000,400,40.0,20,-2.0,422.0
10000,500,16.0,20,2.0,540.0
12000,600,100.0,20,0.0,632.0
14000,700,70.0,20,4.0,734.0
16000,800,118.0,20,0.0,840.0
18000,900,98.0,20,-2.0,930.0
20000,1000,146.0,20,4.0,1024.0
24000,1200,162.0,20,0.0,1244.0
28000,1400,68.0,20,-4.0,1462.0
34000,1700,104.0,20,-4.0,1750.0
40000,2000,58.0,20,2.0,2050.0
50000,2500,100.0,20,-6.0,2570.0
60000,3000,-6.0,20,-4.0,3088.0
80000,4000,-182.0,20,4.0,4084.0
100000,5000,-186.0,20,0.0,5144.0
120000,6000,-134.0,20,-2.0,6116.0
140000,7000,-262.0,20,0.0,7100.0
160000,8000,-128.0,20,-4.0,8104.0
180000,9000,-10.0,20,-4.0,9066.0
200000,10000,0.0,20,2.0,10022.0
