steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
65,1,1920.0,65,1920.0,64.0,64.0
157,2,4650.0,92,2730.0,155.0,91.0
255,3,7560.0,98,2910.0,252.0,97.0
314,4,9300.0,59,1740.0,310.0,97.0
386,5,11430.0,72,2130.0,381.0,97.0
468,6,13860.0,82,2430.0,462.0,97.0
543,7,16080.0,75,2220.0,536.0,97.0
600,8,17760.0,57,1680.0,592.0,97.0
681,9,20160.0,81,2400.0,672.0,97.0
727,10,21510.0,46,1350.0,717.0,97.0
876,12,25920.0,55,1620.0,864.0,97.0
1050,14,31080.0,87,2580.0,1036.0,97.0
1242,17,36750.0,75,2220.0,1225.0,97.0
1475,20,43650.0,89,2640.0,1455.0,97.0
1858,25,54990.0,65,1920.0,1833.0,130.0
2237,30,66210.0,126,3750.0,2207.0,130.0
3110,40,92100.0,164,4890.0,3070.0,163.0
3804,50,112620.0,62,1830.0,3754.0,163.0
4521,60,133830.0,53,1560.0,4461.0,163.0
5244,70,155220.0,80,2370.0,5174.0,163.0
6095,80,180450.0,73,2160.0,6015.0,163.0
6817,90,201810.0,65,1920.0,6727.0,163.0
7549,100,223470.0,55,1620.0,7449.0,163.0
9122,120,270060.0,91,2700.0,9002.0,163.0
10678,140,316140.0,71,2100.0,10538.0,163.0
13145,170,389250.0,95,2820.0,12975.0,163.0
15570,200,461100.0,70,2070.0,15370.0,163.0
19542,250,578760.0,72,2130.0,19292.0,211.0
23601,300,699030.0,84,2490.0,23301.0,211.0
32240,400,955200.0,60,1770.0,31840.0,211.0
40204,500,1191120.0,70,2070.0,39704.0,211.0
48289,600,1430670.0,154,4590.0,47689.0,211.0
56541,700,1675230.0,63,1860.0,55841.0,211.0
64736,800,1918080.0,68,2010.0,63936.0,232.0
72565,900,2149950.0,78,2310.0,71665.0,232.0
80584,1000,2387520.0,62,1830.0,79584.0,232.0
