steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
36,1,-0.005555555555555556,36,-0.005555555555555556,1,0
72,2,0.1497084558365024,36,0.15526401139205798,2,0
108,3,0.1441529002809471,36,-0.005555555555555556,3,0
144,4,0.13720845583650296,36,-0.006944444444444445,4,0
180,5,0.1310973447253921,36,-0.006111111111111111,4,0
216,6,0.12581956694761456,36,-0.005277777777777778,5,0
252,7,-0.2985201733053293,36,-0.42433974025294385,6,0
288,8,-0.30379795108310687,36,-0.005277777777777778,7,0
324,9,-0.30963128441643994,36,-0.005833333333333334,8,0
360,10,-0.3146312844164397,36,-0.005,9,0
432,12,1.49802546894691,36,-0.003888888888888889,11,0
504,14,1.486914357835797,36,-0.005555555555555556,13,0
612,17,2.0932271583042903,36,-0.005555555555555556,16,0
720,20,2.0787827138598436,36,-0.005,19,0
900,25,1.967381105553302,36,-0.004166666666666667,24,0
1080,30,1.940714438886631,36,-0.003888888888888889,29,0
1440,40,0.6993595271880872,36,-0.0044444444444444444,38,0
1800,50,0.12825976658061394,36,-0.004166666666666667,48,0
2160,60,0.7860012953211333,36,-0.0044444444444444444,58,0
2520,70,1.6922255052185675,36,-0.005277777777777778,68,0
2880,80,1.9570475091952992,36,-0.0044444444444444444,78,0
3240,90,-0.48180127933295736,36,-2.393848788528249,88,0
3600,100,1.2490306536365776,36,-0.005277777777777778,98,0
4320,120,1.4584325694650349,36,1.2015045546227465,117,0
5040,140,1.6965680042750324,36,-0.003888888888888889,135,0
6120,170,2.7349108567818146,36,-0.005,165,0
7200,200,6.745417371020176,36,0.8848128201323513,194,0
9000,250,15.130603944491366,36,-0.004722222222222222,242,0
10800,300,14.282739270480732,36,-1.1248307467353493,291,0
14400,400,12.051433370363613,36,-0.004166666666666667,389,0
18000,500,19.38851265029039,36,-0.005277777777777778,488,0
21600,600,14.63027440517808,36,-0.004166666666666667,583,0
25200,700,10.166769548507293,36,-0.005555555555555556,682,0
28800,800,5.178358623153739,36,-0.004722222222222222,776,0
32400,900,6.318580547774143,36,-0.006944444444444445,872,0
36000,1000,3.173404061714667,36,-0.004722222222222222,968,0
43200,1200,3.5388284691430076,36,-0.005555555555555556,1163,0
50400,1400,10.7894845755313,36,-0.0036111111111111114,1354,0
61200,1700,20.56515230307175,36,-0.004722222222222222,1643,0
72000,2000,18.9419455322191,36,-0.005277777777777778,1932,0
90000,2500,10.84913584864081,36,0.35920724051760805,2417,0
108000,3000,17.932045954643606,36,-0.004722222222222222,2908,0
144000,4000,14.75863786281597,36,-0.006388888888888889,3873,0
180000,5000,0.8648861732939915,36,-0.003888888888888889,4845,0
216000,6000,-12.50219598979402,36,-0.006388888888888889,5820,0
252000,7000,-21.702680198677992,36,-0.0044444444444444444,6788,0
288000,8000,-3.1292174268585646,36,-0.005277777777777778,7769,0
324000,9000,-28.751911894834606,36,-0.0044444444444444444,8743,0
360000,10000,-23.901678769840544,36,-0.005555555555555556,9718,0
