steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-1346.3242339952271,1000,-1346.3242339952271,-1000.0
2000,2,-2011.341271950732,1000,-665.0170379555004,-2000.0
3000,3,-2807.3795516558325,1000,-796.0382797051025,-3000.0
4000,4,-3971.1387566986,1000,-1163.7592050427622,-4000.0
5000,5,-4621.527400816348,1000,-650.3886441177506,-5000.0
6000,6,-5464.185747947802,1000,-842.6583471314464,-6000.0
7000,7,-6843.797204542184,1000,-1379.611456594387,-7000.0
8000,8,-7775.306279617786,1000,-931.5090750756021,-8000.0
9000,9,-9148.28223046705,1000,-1372.975950849265,-9000.0
10000,10,-10319.682249605865,1000,-1171.4000191388157,-10000.0
12000,12,-12419.805700340414,1000,-1324.705307990807,-12000.0
14000,14,-14432.486163302157,1000,-845.1928446274039,-14000.0
17000,17,-17312.381403725907,1000,-729.1283710976221,-17000.0
20000,20,-20430.899984104086,1000,-1678.853027423704,-20000.0
25000,25,-25368.010683702178,1000,-1083.0327405678845,-25000.0
30000,30,-30796.595296504445,1000,-1000.3794266341489,-30000.0
40000,40,-41237.11602708358,1000,-637.4928584291881,-40000.0
50000,50,-51216.28302931817,1000,-385.0110799942768,-50000.0
60000,60,-61371.44072139416,1000,-664.3593721398753,-60000.0
70000,70,-71651.27573576599,1000,-1093.7627419584983,-70000.0
80000,80,-83200.70181575969,1000,-975.1394987067988,-80000.0
90000,90,-92802.67203289096,1000,-503.6308929884389,-90000.0
100000,100,-103080.72683555073,1000,-1048.9184616087514,-100000.0
120000,120,-123993.0577613132,1000,-1515.6537413769047,-120000.0
140000,140,-145201.1409163638,1000,-1135.6214955308167,-140000.0
170000,170,-176251.74722986284,1000,-617.0576953976295,-170000.0
200000,200,-202944.88831859437,1000,-949.6624308111799,-200000.0
250000,250,-253231.5912113459,1000,-980.4119798258092,-250000.0
300000,300,-306748.3529276687,1000,-1831.6851878491327,-300000.0
400000,400,-402899.9709906873,1000,-914.1037371033649,-400000.0
500000,500,-502191.7401327903,1000,-1277.270766890875,-500000.0
600000,600,-603376.6095956459,1000,-1342.659988217297,-600000.0
700000,700,-706558.4098663756,1000,-860.7878956912049,-700000.0
800000,800,-807615.6748892856,1000,-1003.7659641977908,-800000.0
900000,900,-908200.6597470405,1000,-873.0775953470043,-900000.0
1000000,1000,-1014928.2283457136,1000,-1243.9530515297806,-1000000.0
