steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-30.0,1,-30.0,2.0
2,2,-60.0,1,-30.0,4.0
3,3,-90.0,1,-30.0,6.0
4,4,-120.0,1,-30.0,8.0
5,5,-150.0,1,-30.0,10.0
6,6,-180.0,1,-30.0,12.0
7,7,-150.0,1,30.0,12.0
8,8,-180.0,1,-30.0,14.0
9,9,-210.0,1,-30.0,16.0
10,10,-240.0,1,-30.0,18.0
12,12,-240.0,1,30.0,20.0
14,14,-240.0,1,30.0,22.0
17,17,-330.0,1,-30.0,28.0
20,20,-420.0,1,-30.0,34.0
25,25,-450.0,1,30.0,40.0
30,30,-540.0,1,30.0,48.0
40,40,-780.0,1,30.0,66.0
50,50,-1020.0,1,-30.0,84.0
60,60,-1320.0,1,-30.0,104.0
70,70,-1620.0,1,-30.0,124.0
80,80,-1860.0,1,-30.0,142.0
90,90,-2160.0,1,-30.0,162.0
100,100,-2400.0,1,-30.0,180.0
120,120,-2820.0,1,-30.0,214.0
140,140,-3300.0,1,-30.0,250.0
170,170,-3960.0,1,-30.0,302.0
200,200,-4500.0,1,-30.0,350.0
250,250,-5700.0,1,-30.0,440.0
300,300,-6840.0,1,-30.0,528.0
400,400,-9480.0,1,-30.0,716.0
500,500,-12120.0,1,-30.0,904.0
600,600,-14280.0,1,-30.0,1076.0
700,700,-16680.0,1,-30.0,1256.0
800,800,-18900.0,1,-30.0,1430.0
900,900,-21360.0,1,-30.0,1612.0
1000,1000,-23820.0,1,-30.0,1794.0
1200,1200,-28260.0,1,-30.0,2142.0
1400,1400,-33360.0,1,-30.0,2512.0
1700,1700,-40680.0,1,30.0,3056.0
2000,2000,-47700.0,1,-30.0,3590.0
2500,2500,-59520.0,1,30.0,4484.0
3000,3000,-71640.0,1,-30.0,5388.0
4000,4000,-96540.0,1,-30.0,7218.0
5000,5000,-120720.0,1,30.0,9024.0
6000,6000,-145020.0,1,-30.0,10834.0
7000,7000,-169560.0,1,-30.0,12652.0
8000,8000,-193320.0,1,30.0,14444.0
9000,9000,-217500.0,1,-30.0,16250.0
10000,10000,-241620.0,1,-30.0,18054.0
