steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
353,1,-23.90000000000007,353,-23.90000000000007,-23.90000000000007,0.0,0.0
806,2,-54.70000000000051,453,-30.800000000000168,-54.70000000000051,0.0,0.0
1498,3,-99.29999999999863,692,-44.600000000000364,-99.29999999999863,0.0,0.0
2473,4,-163.09999999999502,975,-63.80000000000064,-163.09999999999502,0.0,0.0
3058,5,-200.1999999999929,585,-37.10000000000026,-200.1999999999929,0.0,0.0
3503,6,-230.3999999999912,445,-30.20000000000016,-230.3999999999912,0.0,0.0
3741,7,-247.59999999999022,238,-17.199999999999974,-247.59999999999022,0.0,0.0
4092,8,-270.29999999999296,351,-22.700000000000053,-270.29999999999296,0.0,0.0
4576,9,-300.99999999999994,484,-30.700000000000166,-300.99999999999994,0.0,0.0
5324,10,-350.0000000000111,748,-49.000000000000426,-350.0000000000111,0.0,0.0
6497,12,-427.1000000000286,352,-24.60000000000008,-427.1000000000286,0.0,0.0
7906,14,-519.9000000000497,408,-27.40000000000012,-519.9000000000497,0.0,0.0
9843,17,-650.1000000000793,320,-21.70000000000004,-650.1000000000793,0.0,0.0
10954,20,-725.3000000000964,554,-36.50000000000025,-725.3000000000964,0.0,0.0
14110,25,-933.7000000001437,335,-22.700000000000053,-933.7000000001437,0.0,0.0
17501,30,-1159.7000000000407,494,-32.100000000000186,-1159.7000000000407,0.0,0.0
22665,40,-1504.4999999997272,492,-31.70000000000018,-1504.4999999997272,0.0,0.0
29464,50,-1956.9999999993156,299,-20.100000000000016,-1956.9999999993156,0.0,0.0
34516,60,-2295.7999999990075,271,-18.19999999999999,-2295.7999999990075,0.0,0.0
40582,70,-2691.899999998647,328,-22.100000000000044,-2691.899999998647,0.0,0.0
47692,80,-3167.199999998215,429,-30.000000000000156,-3167.199999998215,0.0,0.0
53607,90,-3560.1999999978575,466,-31.00000000000017,-3560.1999999978575,0.0,0.0
58514,100,-3885.5999999975616,433,-28.90000000000014,-3885.5999999975616,0.0,0.0
71411,120,-4746.699999999737,362,-23.400000000000063,-4746.699999999737,0.0,0.0
83170,140,-5520.800000002553,460,-28.90000000000014,-5520.800000002553,0.0,0.0
100221,170,-6659.300000006695,1001,-65.90000000000053,-6659.300000006695,0.0,0.0
116070,200,-7709.000000010514,818,-52.80000000000048,-7709.000000010514,0.0,0.0
146365,250,-9734.900000017884,960,-64.10000000000063,-9734.900000017884,0.0,0.0
174880,300,-11640.800000024818,1001,-66.10000000000052,-11640.800000024818,0.0,0.0
229740,400,-15279.800000038056,273,-18.9,-15279.800000038056,0.0,0.0
289117,500,-19232.60000000062,670,-44.50000000000036,-19232.60000000062,0.0,0.0
340075,600,-22635.999999951095,449,-31.100000000000172,-22635.999999951095,0.0,0.0
397106,700,-26462.399999895413,1001,-67.10000000000046,-26462.399999895413,0.0,0.0
447261,800,-29824.899999846482,676,-45.60000000000038,-29824.899999846482,0.0,0.0
505165,900,-33679.99999979039,720,-47.500000000000405,-33679.99999979039,0.0,0.0
557605,1000,-37203.59999973911,230,-16.89999999999997,-37203.59999973911,0.0,0.0
