steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-998.2230311292244,1000,-998.2230311292244,-1000.0
2000,2,-1994.2476371705447,1000,-996.0246060413181,-2000.0
3000,3,-2993.6967626051937,1000,-999.4491254346518,-3000.0
4000,4,-3996.1118904968253,1000,-1002.4151278916369,-4000.0
5000,5,-5001.29079777001,1000,-1005.1789072731875,-5000.0
6000,6,-6004.817562182564,1000,-1003.5267644125631,-6000.0
7000,7,-7002.983983030411,1000,-998.1664208478516,-7000.0
8000,8,-8003.364964041411,1000,-1000.3809810110064,-8000.0
9000,9,-8997.248617932937,1000,-993.8836538915185,-9000.0
10000,10,-9998.73365833014,1000,-1001.4850403972126,-10000.0
12000,12,-12002.471153845052,1000,-1002.8126385249946,-12000.0
14000,14,-13992.699459717664,1000,-1001.1404162445326,-14000.0
17000,17,-16993.20570308192,1000,-998.5302156319344,-17000.0
20000,20,-19990.75187768511,1000,-1002.6199402399504,-20000.0
25000,25,-25003.057660898434,1000,-997.6321570447095,-25000.0
30000,30,-30018.264206721386,1000,-1003.0634785616664,-30000.0
40000,40,-40010.03516010964,1000,-998.6627935624234,-40000.0
50000,50,-50015.87968960237,1000,-1003.3423995740781,-50000.0
60000,60,-60004.13930697011,1000,-1000.4344123189129,-60000.0
70000,70,-70014.531121788,1000,-996.5886275873199,-70000.0
80000,80,-80005.61696416284,1000,-998.7459068405974,-80000.0
90000,90,-90011.753238006,1000,-996.3476266475739,-90000.0
100000,100,-100009.5585590041,1000,-1001.558038588611,-100000.0
120000,120,-119994.663091632,1000,-995.0826288486451,-120000.0
140000,140,-140001.22568960558,1000,-998.4133963271956,-140000.0
170000,170,-169995.5778681566,1000,-998.4406550355803,-170000.0
200000,200,-199998.7584121581,1000,-997.6362803223576,-200000.0
250000,250,-249991.78016396676,1000,-1002.9236684474915,-250000.0
300000,300,-299980.58228834753,1000,-1001.9611001002885,-300000.0
400000,400,-399934.0398460932,1000,-998.916913555835,-400000.0
500000,500,-499930.1686183497,1000,-998.052691943497,-500000.0
600000,600,-599915.8781634131,1000,-997.0309231773151,-600000.0
700000,700,-699929.764224439,1000,-998.0399824702616,-700000.0
800000,800,-799929.3839943262,1000,-1001.0423231309751,-800000.0
900000,900,-899911.6370261956,1000,-996.4316666177727,-900000.0
1000000,1000,-999845.9971950392,1000,-997.5438747118798,-1000000.0
