steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
60,1,60.88189598946464,60,60.88189598946464,59.0,59.0
131,2,126.60784234040447,71,65.72594635093984,129.0,70.0
239,3,233.22485657102646,108,106.61701423062196,236.0,107.0
336,4,324.1021837849464,97,90.87732721391983,332.0,107.0
459,5,446.12575083304523,123,122.02356704809905,454.0,122.0
561,6,547.4233892192187,102,101.29763838617343,555.0,122.0
619,7,604.2339430973719,58,56.81055387815373,612.0,122.0
791,8,779.6950761083602,172,175.46113301098768,783.0,171.0
855,9,841.0942912156125,64,61.399215107252886,846.0,171.0
1026,10,1012.7348193939301,171,171.6405281783178,1016.0,171.0
1199,12,1182.323085867603,93,92.41549339085607,1187.0,171.0
1340,14,1324.1930302890403,82,84.49998593807548,1326.0,171.0
1526,17,1514.2801547016365,67,68.38994910223626,1509.0,171.0
1753,20,1731.2316524612338,62,63.2550696066957,1733.0,171.0
2154,25,2124.9596395065323,52,55.91949923382776,2129.0,171.0
2500,30,2465.915605374158,56,58.15934018821453,2470.0,171.0
3299,40,3252.896651763898,110,105.97357534555617,3259.0,171.0
3941,50,3883.667638445612,73,72.93741219319303,3891.0,171.0
4853,60,4789.513246388687,73,70.96224939376863,4793.0,171.0
5629,70,5559.613790353435,55,56.10387478566919,5559.0,199.0
6437,80,6357.036504510997,54,50.683777131099,6357.0,199.0
7184,90,7092.428823281048,47,49.28954913064165,7094.0,199.0
7945,100,7855.895373906093,87,89.37045886809408,7845.0,199.0
9472,120,9385.589118865026,95,89.54167127884297,9352.0,199.0
10971,140,10878.032864298755,82,80.98132033126609,10831.0,199.0
13487,170,13348.581125336317,65,63.26804435744224,13317.0,199.0
15888,200,15715.383805671989,83,79.91550984125273,15688.0,199.0
19688,250,19484.246445485565,63,62.59366547720825,19438.0,199.0
23362,300,23103.394754633868,60,54.93581377297155,23062.0,199.0
31658,400,31262.21395936922,62,60.64463437134068,31258.0,224.0
39182,500,38703.57085449057,82,80.60000193972255,38682.0,224.0
46986,600,46427.74176018285,77,81.40461671158862,46386.0,224.0
54783,700,54147.87810450515,108,104.83665302933974,54083.0,224.0
62961,800,62270.628854290124,60,57.34491775726403,62161.0,234.0
70498,900,69694.73321660298,64,61.87889350533256,69598.0,234.0
78549,1000,77611.70808707563,80,75.53134615289271,77549.0,234.0
