steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
40,1,-0.006250000000000004,40,-0.006250000000000004,1,0
80,2,-0.011500000000000008,40,-0.005250000000000003,2,0
120,3,-0.01700000000000001,40,-0.005500000000000003,3,0
160,4,-0.021000000000000015,40,-0.004000000000000002,4,0
200,5,-0.02575000000000002,40,-0.0047500000000000025,5,0
240,6,-0.030250000000000023,40,-0.004500000000000002,6,0
280,7,-0.034500000000000024,40,-0.004250000000000002,7,0
320,8,-0.03925000000000003,40,-0.0047500000000000025,8,0
360,9,-0.04500000000000003,40,-0.005750000000000003,9,0
400,10,-0.04975000000000004,40,-0.0047500000000000025,10,0
480,12,-0.058750000000000045,40,-0.0037500000000000016,12,0
560,14,-0.06975000000000005,40,-0.005250000000000003,14,0
680,17,-0.08800000000000006,40,-0.005750000000000003,16,0
800,20,-0.10175000000000008,40,-0.004250000000000002,19,0
1000,25,-0.12800000000000009,40,-0.006000000000000004,24,0
1200,30,-0.386382812981822,40,-0.004250000000000002,29,0
1600,40,-0.21750972873126057,40,-0.006500000000000004,38,0
2000,50,-1.149619936980407,40,-0.005250000000000003,48,0
2400,60,-0.556650906177159,40,-0.005250000000000003,58,0
2800,70,-0.5937644835393191,40,-0.005000000000000003,68,0
3200,80,-0.1971302849727271,40,-0.005250000000000003,78,0
3600,90,-1.2162283479604619,40,-0.005500000000000003,88,0
4000,100,-1.497294498508733,40,-0.1947993607104744,98,0
4800,120,-3.0978205184428633,40,-0.005250000000000003,117,0
5600,140,-2.7830946988885175,40,-0.004250000000000002,135,0
6800,170,-5.296282812492705,40,-0.4761908196720509,163,0
8000,200,-5.433875653596753,40,-0.0047500000000000025,192,0
10000,250,-2.4622259747500745,40,1.900556396866229,241,0
12000,300,-7.395594017921681,40,-0.005250000000000003,288,0
16000,400,-4.570819905448014,40,-0.004500000000000002,383,0
20000,500,-6.567757090949575,40,-0.005500000000000003,480,0
24000,600,-7.1347147522746805,40,-0.7519613175214418,575,0
28000,700,-5.737487675656857,40,-0.005250000000000003,673,0
32000,800,-13.362943186207003,40,-0.005250000000000003,768,0
36000,900,-14.235752701176995,40,-0.006000000000000004,867,0
40000,1000,-12.140130927967688,40,-0.005000000000000003,965,0
48000,1200,-8.380668137800432,40,-0.0047500000000000025,1163,0
56000,1400,-7.47844625130219,40,-0.0047500000000000025,1358,0
68000,1700,-3.642791781176504,40,-0.005500000000000003,1650,0
80000,2000,-5.959509055387532,40,-0.005250000000000003,1946,0
100000,2500,3.6137268075606284,40,-0.005250000000000003,2435,0
120000,3000,10.10545474990848,40,-0.005250000000000003,2923,0
160000,4000,6.235275812650306,40,0.8626537749951924,3911,0
200000,5000,11.155990918742475,40,-0.004250000000000002,4887,0
240000,6000,17.867725262561905,40,-0.005250000000000003,5872,0
280000,7000,17.209790455863715,40,-0.005750000000000003,6848,0
320000,8000,25.342761192759422,40,-0.005750000000000003,7829,0
360000,9000,29.219957201862368,40,-0.006000000000000004,8809,0
400000,10000,22.84161840779844,40,-0.005250000000000003,9783,0
