steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
28,1,0.5024387582626714,28,0.5024387582626714,1,0
56,2,0.49779590111981453,28,-0.004642857142857143,2,0
84,3,0.4920816154055292,28,-0.005714285714285714,3,0
112,4,0.4870816154055295,28,-0.005,4,0
140,5,0.9747836013128378,28,0.4877019859073081,5,0
168,6,0.5855076873808926,28,-0.38927591393194544,6,0
196,7,0.5801505445237501,28,-0.005357142857142857,7,0
224,8,0.5755076873808933,28,-0.004642857142857143,8,0
252,9,0.5701505445237508,28,-0.005357142857142857,9,0
280,10,0.5644362588094655,28,-0.005714285714285714,10,0
336,12,0.552650544523752,28,-0.005,11,0
392,14,0.5419362588094669,28,-0.005,13,0
476,17,-0.09727249609690888,28,-0.005357142857142857,15,0
560,20,1.1135933161499083,28,-0.004642857142857143,18,0
700,25,2.5714987415604766,28,-0.005,22,0
840,30,1.4277625699992593,28,-0.004642857142857143,27,0
1120,40,1.7639350307260162,28,-0.005,36,0
1400,50,1.5066163369066374,28,-0.925397074902086,45,0
1680,60,4.217611644112295,28,-0.005,55,0
1960,70,3.055750362050252,28,-0.005,65,0
2240,80,3.001821790621701,28,-0.004642857142857143,75,0
2520,90,5.309277636577363,28,1.4920382510782677,85,0
2800,100,3.2417369246807297,28,-0.0032142857142857142,94,0
3360,120,2.9745509495099722,28,-0.005357142857142857,114,0
3920,140,3.7782226279662003,28,0.595065372170934,134,0
4760,170,6.01899777091479,28,-0.0067857142857142855,163,0
5600,200,3.67324492356944,28,0.5677413134901986,192,0
7000,250,5.368339436668921,28,-0.004285714285714286,241,0
8400,300,3.735157895837549,28,-0.0025,290,0
11200,400,8.175958579173228,28,-0.005357142857142857,387,0
14000,500,5.280225797697493,28,-0.004285714285714286,484,0
16800,600,2.9651692374061085,28,-0.004285714285714286,583,0
19600,700,-1.2376041344708804,28,-1.2432783897071236,680,0
22400,800,5.833981416243973,28,0.485283599790297,778,0
25200,900,6.612553642800519,28,-0.004642857142857143,872,0
28000,1000,10.311279340387777,28,1.1951204266294724,967,0
33600,1200,-0.8618882762128475,28,-0.0064285714285714285,1162,0
39200,1400,-0.7646501155259113,28,-0.005357142857142857,1357,0
47600,1700,-4.729935705520127,28,-0.16934203074740029,1640,0
56000,2000,-6.961301280820352,28,-0.003928571428571429,1930,0
70000,2500,-16.460136762289814,28,-0.004285714285714286,2413,0
84000,3000,-9.0408947662663,28,-0.004285714285714286,2892,0
112000,4000,-39.751754549936344,28,-0.005,3871,0
140000,5000,-51.72901266501009,28,-0.005357142857142857,4832,0
168000,6000,-65.50476785562407,28,-0.005357142857142857,5802,0
196000,7000,-79.01028059465246,28,-0.006071428571428571,6761,0
224000,8000,-73.1375042979159,28,-0.005357142857142857,7729,0
252000,9000,-82.99013847479127,28,-0.006071428571428571,8689,0
280000,10000,-82.81101918673104,28,-0.005714285714285714,9651,0
