steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
21,1,1.0,21,1.0,1,0.0
42,2,2.0,21,1.0,2,0.0
63,3,1.0,21,-1.0,2,2.0
84,4,0.0,21,-1.0,2,4.0
105,5,-1.0,21,-1.0,2,6.0
126,6,-2.0,21,-1.0,2,8.0
147,7,-1.0,21,1.0,3,8.0
168,8,-2.0,21,-1.0,3,10.0
189,9,-3.0,21,-1.0,3,12.0
210,10,-2.0,21,1.0,4,12.0
252,12,-2.0,21,-1.0,5,14.0
294,14,-4.0,21,-1.0,5,18.0
357,17,-3.0,21,-1.0,7,20.0
420,20,-4.0,21,1.0,8,24.0
525,25,-1.0,21,1.0,12,26.0
630,30,-2.0,21,1.0,14,32.0
840,40,0.0,21,-1.0,20,40.0
1050,50,0.0,21,1.0,25,50.0
1260,60,-4.0,21,-1.0,28,64.0
1470,70,-8.0,21,-1.0,31,78.0
1680,80,-6.0,21,-1.0,37,86.0
1890,90,-8.0,21,1.0,41,98.0
2100,100,-6.0,21,1.0,47,106.0
2520,120,-10.0,21,1.0,55,130.0
2940,140,-16.0,21,1.0,62,156.0
3570,170,-12.0,21,1.0,79,182.0
4200,200,-10.0,21,-1.0,95,210.0
5250,250,0.0,21,1.0,125,250.0
6300,300,-2.0,21,-1.0,149,302.0
8400,400,16.0,21,1.0,208,384.0
10500,500,12.0,21,1.0,256,488.0
12600,600,22.0,21,1.0,311,578.0
14700,700,36.0,21,1.0,368,664.0
16800,800,12.0,21,1.0,406,788.0
18900,900,-8.0,21,-1.0,446,908.0
21000,1000,-16.0,21,-1.0,492,1016.0
25200,1200,-26.0,21,1.0,587,1226.0
29400,1400,-18.0,21,1.0,691,1418.0
35700,1700,-28.0,21,1.0,836,1728.0
42000,2000,-26.0,21,-1.0,987,2026.0
52500,2500,-64.0,21,1.0,1218,2564.0
63000,3000,-82.0,21,-1.0,1459,3082.0
84000,4000,-82.0,21,1.0,1959,4082.0
105000,5000,-78.0,21,1.0,2461,5078.0
126000,6000,-168.0,21,-1.0,2916,6168.0
147000,7000,-156.0,21,1.0,3422,7156.0
168000,8000,-162.0,21,-1.0,3919,8162.0
189000,9000,-150.0,21,-1.0,4425,9150.0
210000,10000,-160.0,21,1.0,4920,10160.0
