steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,66.0,67,66.0,66.0,66.0
156,2,154.0,89,88.0,154.0,88.0
232,3,229.0,76,75.0,229.0,88.0
307,4,303.0,75,74.0,303.0,88.0
383,5,378.0,76,75.0,378.0,88.0
473,6,467.0,90,89.0,467.0,89.0
539,7,532.0,66,65.0,532.0,89.0
600,8,592.0,61,60.0,592.0,89.0
698,9,689.0,98,97.0,689.0,97.0
773,10,763.0,75,74.0,763.0,97.0
875,12,863.0,55,54.0,863.0,97.0
1069,14,1055.0,68,67.0,1055.0,125.0
1258,17,1241.0,62,61.0,1241.0,125.0
1543,20,1523.0,66,65.0,1523.0,161.0
1855,25,1830.0,55,54.0,1830.0,161.0
2243,30,2213.0,66,65.0,2213.0,161.0
2967,40,2927.0,58,57.0,2927.0,161.0
3763,50,3713.0,114,113.0,3713.0,161.0
4522,60,4462.0,64,63.0,4462.0,161.0
5295,70,5225.0,56,55.0,5225.0,161.0
6044,80,5964.0,92,91.0,5964.0,161.0
6948,90,6858.0,64,63.0,6858.0,170.0
7819,100,7719.0,113,112.0,7719.0,170.0
9326,120,9206.0,116,115.0,9206.0,170.0
10876,140,10736.0,60,59.0,10736.0,170.0
13423,170,13253.0,69,68.0,13253.0,170.0
15841,200,15641.0,82,81.0,15641.0,170.0
19736,250,19486.0,47,46.0,19486.0,170.0
23612,300,23312.0,60,59.0,23312.0,203.0
32099,400,31699.0,59,58.0,31699.0,211.0
39959,500,39459.0,52,51.0,39459.0,228.0
47884,600,47284.0,66,65.0,47284.0,228.0
55709,700,55009.0,64,63.0,55009.0,228.0
63428,800,62628.0,84,83.0,62628.0,228.0
70992,900,70092.0,80,79.0,70092.0,228.0
79265,1000,78265.0,47,46.0,78265.0,228.0
