steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
63,1,62.390075021936966,63,62.390075021936966,62.0,62.0
246,2,245.36914602857976,183,182.97907100664278,244.0,182.0
304,3,293.34604496482217,58,47.97689893624228,301.0,182.0
366,4,349.08491511309495,62,55.738870148272916,362.0,182.0
462,5,453.47044673361177,96,104.3855316205168,457.0,182.0
602,6,598.928028072925,140,145.4575813393133,596.0,182.0
673,7,661.4140613233417,71,62.4860332504171,666.0,182.0
757,8,744.6348115377555,84,83.22075021441408,749.0,182.0
851,9,837.2204778707314,94,92.58566633297518,842.0,182.0
986,10,984.879133814986,135,147.65865594425426,976.0,182.0
1152,12,1116.2732106112696,73,57.293819214859376,1140.0,182.0
1408,14,1379.3272518143444,155,154.40707838119323,1394.0,182.0
1597,17,1594.7551579364356,58,58.916590838602346,1580.0,182.0
1863,20,1847.9642725464655,68,74.63075362716272,1843.0,182.0
2209,25,2194.3986649815834,48,48.48681593645551,2184.0,182.0
2612,30,2584.1514728538627,58,67.23428070644839,2582.0,182.0
3453,40,3436.0888892920098,51,49.68979768713593,3413.0,182.0
4427,50,4429.459275920601,168,168.24474199358212,4377.0,182.0
5111,60,5102.02781071153,54,51.70358411390886,5051.0,182.0
5899,70,5891.920462162954,70,71.6068751251379,5829.0,182.0
6798,80,6741.681570460317,81,89.16765110889386,6718.0,186.0
7547,90,7484.201065496771,67,81.74143927546822,7457.0,186.0
8480,100,8433.417151453734,75,68.43796206470215,8380.0,186.0
10056,120,10033.719333023399,100,111.65013966199898,9936.0,186.0
11675,140,11674.247045795146,147,142.31605077360658,11535.0,186.0
14075,170,14009.670560567602,54,51.55924221473364,13905.0,186.0
16547,200,16412.336395002923,95,109.87494839576956,16347.0,186.0
20548,250,20285.788326066813,54,56.24570171147326,20298.0,209.0
24366,300,24118.863529808277,108,106.9931346234716,24066.0,223.0
32715,400,32391.60599542917,116,115.41397776538645,32315.0,223.0
40438,500,39945.05715975967,82,85.63879021521456,39938.0,223.0
48254,600,47826.24005917229,53,53.79749129216576,47654.0,223.0
55898,700,55229.23516992582,52,54.54427326491618,55198.0,223.0
63769,800,63027.06003769617,111,101.69104441626723,62969.0,247.0
71637,900,70946.74109783345,74,97.84942885782452,70737.0,247.0
79830,1000,78885.00040831944,118,103.13478432871612,78830.0,247.0
