steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
69,1,67.81916816339485,69,67.81916816339485,68.0,68.0
221,2,217.0220037299039,152,149.20283556650915,219.0,151.0
283,3,278.5744619024587,62,61.552458172554786,280.0,151.0
385,4,379.1893951124212,102,100.61493320996262,381.0,151.0
486,5,478.24469992568254,101,99.05530481326099,481.0,151.0
552,6,543.5045698975787,66,65.25986997189625,546.0,151.0
626,7,616.3600545545738,74,72.85548465699466,619.0,151.0
762,8,751.3855428307602,136,135.02548827618622,754.0,151.0
846,9,832.9145187549306,84,81.52897592417027,837.0,151.0
901,10,887.5924739318633,55,54.6779551769328,891.0,151.0
1112,12,1097.0608200532056,160,159.24739875020413,1100.0,159.0
1235,14,1218.230509052863,58,56.73650008529655,1221.0,159.0
1528,17,1506.803895771338,63,62.57007143755945,1511.0,159.0
1763,20,1740.1900233813474,66,65.94890778416185,1743.0,159.0
2123,25,2095.7553283409634,62,60.683013202671006,2098.0,159.0
2558,30,2522.9582968584537,71,69.84812092044284,2528.0,159.0
3380,40,3336.807023196659,75,73.6043266410722,3340.0,159.0
4147,50,4095.4012389644586,63,61.27873160103478,4097.0,159.0
4844,60,4784.617638881948,68,68.17999886414428,4784.0,159.0
5550,70,5482.862427968496,62,61.23858537665788,5480.0,159.0
6411,80,6334.870125785414,54,52.91075353130537,6331.0,159.0
7134,90,7044.351774733092,68,64.56180135776432,7044.0,159.0
7946,100,7846.025807232427,50,49.26135613933553,7846.0,159.0
9540,120,9421.409690473809,124,122.65339952936797,9420.0,159.0
11223,140,11080.315725884986,147,146.0006986755782,11083.0,173.0
13765,170,13586.370938035061,75,73.50089746578901,13595.0,173.0
16414,200,16212.065643649232,84,83.67273136290144,16214.0,173.0
20499,250,20252.212988903182,58,58.36354011341582,20249.0,173.0
24134,300,23840.333643620314,105,104.0781133843771,23834.0,173.0
32184,400,31795.55149719663,88,86.1389879016046,31784.0,207.0
40614,500,40137.94355998573,131,129.6841225240807,40114.0,236.0
48611,600,48027.787718743486,65,64.37581828414227,48011.0,236.0
56998,700,56303.90376777694,116,116.80508034342088,56298.0,236.0
65079,800,64292.12497973715,101,100.87229205082419,64279.0,236.0
72182,900,71289.67045742944,84,81.92663156092866,71282.0,236.0
80231,1000,79230.68631263974,46,45.76592748143701,79231.0,236.0
