steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,1.0,41,1.0,1,0.0
82,2,0.0,41,-1.0,1,2.0
123,3,-1.0,41,-1.0,1,4.0
164,4,0.0,41,1.0,2,4.0
205,5,1.0,41,1.0,3,4.0
246,6,2.0,41,1.0,4,4.0
287,7,1.0,41,-1.0,4,6.0
328,8,0.0,41,-1.0,4,8.0
369,9,-1.0,41,-1.0,4,10.0
410,10,0.0,41,1.0,5,10.0
492,12,2.0,41,1.0,7,10.0
574,14,0.0,41,-1.0,7,14.0
697,17,-1.0,41,-1.0,8,18.0
820,20,0.0,41,1.0,10,20.0
1025,25,-3.0,41,-1.0,11,28.0
1230,30,-6.0,41,1.0,12,36.0
1640,40,-10.0,41,-1.0,15,50.0
2050,50,-8.0,41,1.0,21,58.0
2460,60,-10.0,41,-1.0,25,70.0
2870,70,-8.0,41,-1.0,31,78.0
3280,80,-6.0,41,1.0,37,86.0
3690,90,-4.0,41,1.0,43,94.0
4100,100,-2.0,41,1.0,49,102.0
4920,120,-4.0,41,1.0,58,124.0
5740,140,-2.0,41,1.0,69,142.0
6970,170,6.0,41,1.0,88,164.0
8200,200,8.0,41,1.0,104,192.0
10250,250,12.0,41,1.0,131,238.0
12300,300,14.0,41,-1.0,157,286.0
16400,400,22.0,41,-1.0,211,378.0
20500,500,26.0,41,1.0,263,474.0
24600,600,34.0,41,1.0,317,566.0
28700,700,32.0,41,-1.0,366,668.0
32800,800,40.0,41,1.0,420,760.0
36900,900,52.0,41,1.0,476,848.0
41000,1000,66.0,41,1.0,533,934.0
49200,1200,72.0,41,1.0,636,1128.0
57400,1400,74.0,41,1.0,737,1326.0
69700,1700,52.0,41,1.0,876,1648.0
82000,2000,54.0,41,1.0,1027,1946.0
102500,2500,32.0,41,1.0,1266,2468.0
123000,3000,-8.0,41,1.0,1496,3008.0
164000,4000,-44.0,41,-1.0,1978,4044.0
205000,5000,-18.0,41,-1.0,2491,5018.0
246000,6000,-38.0,41,1.0,2981,6038.0
287000,7000,-56.0,41,1.0,3472,7056.0
328000,8000,-58.0,41,-1.0,3971,8058.0
369000,9000,-30.0,41,-1.0,4485,9030.0
410000,10000,-6.0,41,1.0,4997,10006.0
