steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
50,1,-0.005799999999999998,50,-0.005799999999999998,1,0
100,2,-0.0096,50,-0.0038000000000000013,2,0
150,3,-0.014600000000000012,50,-0.004999999999999999,3,0
200,4,-0.01979999999999999,50,-0.005199999999999999,4,0
250,5,-0.023999999999999966,50,-0.004200000000000001,5,0
300,6,-0.03019999999999993,50,-0.006199999999999997,6,0
350,7,-0.03599999999999989,50,-0.005799999999999998,7,0
400,8,-0.040799999999999864,50,-0.0048,8,0
450,9,-0.04499999999999984,50,-0.004200000000000001,9,0
500,10,-0.04959999999999981,50,-0.0046,10,0
600,12,-0.06019999999999975,50,-0.0046,12,0
700,14,-0.06879999999999992,50,-0.004000000000000001,14,0
850,17,-0.0858000000000004,50,-0.005199999999999999,17,0
1000,20,-0.09840000000000076,50,-0.0046,20,0
1250,25,-0.12540000000000154,50,-0.0048,25,0
1500,30,-0.15100000000000227,50,-0.0038000000000000013,30,0
2000,40,-0.20320000000000377,50,-0.005799999999999998,40,0
2500,50,-0.25160000000000493,50,-0.0038000000000000013,50,0
3000,60,-0.29879999999999973,50,-0.0048,60,0
3500,70,-0.350799999999994,50,-0.0046,70,0
4000,80,-0.40199999999998837,50,-0.004999999999999999,80,0
4500,90,-0.4517999999999829,50,-0.0059999999999999975,90,0
5000,100,-0.5029999999999772,50,-0.005799999999999998,100,0
6000,120,-0.6031999999999662,50,-0.005599999999999998,120,0
7000,140,-0.7079999999999547,50,-0.0048,140,0
8500,170,-0.8581999999999381,50,-0.0044,170,0
10000,200,-1.0097999999999214,50,-0.004999999999999999,200,0
12500,250,-1.258399999999894,50,-0.0044,250,0
15000,300,-1.5167999999998656,50,-0.0053999999999999986,300,0
20000,400,-2.0197999999998104,50,-0.0048,400,0
25000,500,-2.523799999999755,50,-0.0059999999999999975,500,0
30000,600,-3.0241999999997,50,-0.005599999999999998,600,0
35000,700,-3.5187999999996453,50,-0.0053999999999999986,700,0
40000,800,-4.01319999999962,50,-0.0044,800,0
45000,900,-4.506400000000661,50,-0.004200000000000001,900,0
50000,1000,-4.999800000001702,50,-0.0053999999999999986,1000,0
60000,1200,-6.007200000003828,50,-0.005199999999999999,1200,0
70000,1400,-7.000800000005925,50,-0.004999999999999999,1400,0
85000,1700,-8.488800000006893,50,-0.005599999999999998,1700,0
100000,2000,-9.988200000003399,50,-0.005199999999999999,2000,0
125000,2500,-12.479199999997594,50,-0.005199999999999999,2500,0
150000,3000,-14.99959999999172,50,-0.004999999999999999,3000,0
200000,4000,-19.975399999980123,50,-0.004999999999999999,4000,0
250000,5000,-24.97899999996846,50,-0.005199999999999999,5000,0
300000,6000,-30.03459999995668,50,-0.0046,6000,0
350000,7000,-35.06899999994495,50,-0.004000000000000001,7000,0
400000,8000,-40.060799999933316,50,-0.004200000000000001,8000,0
450000,9000,-45.081199999921616,50,-0.0026000000000000007,9000,0
500000,10000,-50.075799999909975,50,-0.0046,10000,0
