steps,episode,total_return,episode_len,episode_return,total_regret
1,1,1.0,1,1.0,0.0
2,2,2.0,1,1.0,0.0
3,3,1.0,1,-1.0,2.0
4,4,2.0,1,1.0,2.0
5,5,3.0,1,1.0,2.0
6,6,2.0,1,-1.0,4.0
7,7,3.0,1,1.0,4.0
8,8,4.0,1,1.0,4.0
9,9,3.0,1,-1.0,6.0
10,10,4.0,1,1.0,6.0
12,12,4.0,1,-1.0,8.0
14,14,4.0,1,-1.0,10.0
17,17,1.0,1,-1.0,16.0
20,20,2.0,1,1.0,18.0
25,25,3.0,1,-1.0,22.0
30,30,4.0,1,-1.0,26.0
40,40,2.0,1,1.0,38.0
50,50,0.0,1,1.0,50.0
60,60,2.0,1,-1.0,58.0
70,70,2.0,1,-1.0,68.0
80,80,4.0,1,1.0,76.0
90,90,2.0,1,1.0,88.0
100,100,2.0,1,1.0,98.0
120,120,8.0,1,1.0,112.0
140,140,10.0,1,1.0,130.0
170,170,16.0,1,-1.0,154.0
200,200,20.0,1,-1.0,180.0
250,250,26.0,1,1.0,224.0
300,300,44.0,1,-1.0,256.0
400,400,46.0,1,1.0,354.0
500,500,46.0,1,1.0,454.0
600,600,40.0,1,-1.0,560.0
700,700,32.0,1,-1.0,668.0
800,800,22.0,1,-1.0,778.0
900,900,26.0,1,-1.0,874.0
1000,1000,18.0,1,1.0,982.0
1200,1200,20.0,1,1.0,1180.0
1400,1400,12.0,1,-1.0,1388.0
1700,1700,0.0,1,1.0,1700.0
2000,2000,-28.0,1,-1.0,2028.0
2500,2500,-18.0,1,-1.0,2518.0
3000,3000,24.0,1,1.0,2976.0
4000,4000,54.0,1,1.0,3946.0
5000,5000,44.0,1,-1.0,4956.0
6000,6000,-12.0,1,1.0,6012.0
7000,7000,30.0,1,1.0,6970.0
8000,8000,34.0,1,1.0,7966.0
9000,9000,144.0,1,1.0,8856.0
10000,10000,160.0,1,1.0,9840.0
