steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-0.001,1,-0.001,2.0
2,2,-0.002,1,-0.001,4.0
3,3,-0.003,1,-0.001,6.0
4,4,-0.004,1,-0.001,8.0
5,5,-0.005,1,-0.001,10.0
6,6,-0.006,1,-0.001,12.0
7,7,-0.007,1,-0.001,14.0
8,8,-0.008,1,-0.001,16.0
9,9,-0.009000000000000001,1,-0.001,18.0
10,10,-0.010000000000000002,1,-0.001,20.0
12,12,-0.012000000000000004,1,-0.001,24.0
14,14,-0.014000000000000005,1,-0.001,28.0
17,17,-0.015000000000000006,1,-0.001,32.0
20,20,-0.01800000000000001,1,-0.001,38.0
25,25,-0.023000000000000013,1,-0.001,48.0
30,30,-0.026000000000000016,1,0.001,56.0
40,40,-0.03200000000000002,1,-0.001,72.0
50,50,-0.04000000000000003,1,-0.001,90.0
60,60,-0.048000000000000036,1,-0.001,108.0
70,70,-0.05600000000000004,1,-0.001,126.0
80,80,-0.06400000000000004,1,-0.001,144.0
90,90,-0.07400000000000005,1,-0.001,164.0
100,100,-0.08000000000000006,1,0.001,180.0
120,120,-0.10000000000000007,1,-0.001,220.0
140,140,-0.11800000000000009,1,-0.001,258.0
170,170,-0.1320000000000001,1,-0.001,302.0
200,200,-0.1560000000000001,1,-0.001,356.0
250,250,-0.19800000000000015,1,-0.001,448.0
300,300,-0.2460000000000002,1,-0.001,546.0
400,400,-0.32400000000000023,1,-0.001,724.0
500,500,-0.4160000000000003,1,-0.001,916.0
600,600,-0.4880000000000004,1,0.001,1088.0
700,700,-0.5660000000000004,1,-0.001,1266.0
800,800,-0.6460000000000005,1,-0.001,1446.0
900,900,-0.7300000000000005,1,-0.001,1630.0
1000,1000,-0.8120000000000006,1,-0.001,1812.0
1200,1200,-0.9540000000000007,1,-0.001,2154.0
1400,1400,-1.113999999999988,1,-0.001,2514.0
1700,1700,-1.3679999999999601,1,-0.001,3068.0
2000,2000,-1.6099999999999335,1,-0.001,3610.0
2500,2500,-2.013999999999889,1,-0.001,4514.0
3000,3000,-2.389999999999848,1,-0.001,5390.0
4000,4000,-3.1899999999997597,1,-0.001,7190.0
5000,5000,-4.007999999999673,1,-0.001,9008.0
6000,6000,-4.823999999999946,1,-0.001,10824.0
7000,7000,-5.594000000000203,1,0.001,12594.0
8000,8000,-6.392000000000469,1,0.001,14392.0
9000,9000,-7.218000000000745,1,-0.001,16218.0
10000,10000,-8.016000000000997,1,-0.001,18016.0
