steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
347,1,-23.500000000000064,347,-23.500000000000064,-23.500000000000064,0.0,0.0
733,2,-49.600000000000435,386,-26.1000000000001,-49.600000000000435,0.0,0.0
1491,3,-98.99999999999865,758,-49.40000000000043,-98.99999999999865,0.0,0.0
2328,4,-153.49999999999557,837,-54.500000000000504,-153.49999999999557,0.0,0.0
2946,5,-193.09999999999332,618,-39.60000000000029,-193.09999999999332,0.0,0.0
3522,6,-231.79999999999112,576,-38.70000000000028,-231.79999999999112,0.0,0.0
3753,7,-248.0999999999902,231,-16.29999999999996,-248.0999999999902,0.0,0.0
4036,8,-266.79999999999217,283,-18.699999999999996,-266.79999999999217,0.0,0.0
4780,9,-314.500000000003,744,-47.70000000000041,-314.500000000003,0.0,0.0
5370,10,-353.1000000000118,590,-38.60000000000028,-353.1000000000118,0.0,0.0
6749,12,-443.7000000000324,378,-24.60000000000008,-443.7000000000324,0.0,0.0
8215,14,-541.6000000000546,465,-32.800000000000196,-541.6000000000546,0.0,0.0
9739,17,-642.5000000000775,561,-36.60000000000025,-642.5000000000775,0.0,0.0
10903,20,-721.7000000000955,472,-31.00000000000017,-721.7000000000955,0.0,0.0
14057,25,-916.400000000143,699,-46.100000000000385,-916.400000000143,14.0,0.0
17082,30,-1118.4000000000815,273,-19.1,-1118.4000000000815,14.0,0.0
21726,40,-1428.3999999997995,738,-48.70000000000042,-1428.3999999997995,14.0,0.0
27263,50,-1793.3999999994676,907,-59.90000000000058,-1793.3999999994676,14.0,0.0
32869,60,-2169.4999999991255,399,-25.600000000000094,-2169.4999999991255,14.0,0.0
38446,70,-2537.6999999987906,303,-20.700000000000024,-2537.6999999987906,14.0,0.0
44191,80,-2919.3999999984435,215,-14.699999999999964,-2919.3999999984435,14.0,0.0
50663,90,-3349.3999999980524,1001,-66.70000000000049,-3349.3999999980524,14.0,0.0
56410,100,-3733.8999999977027,316,-20.800000000000026,-3733.8999999977027,14.0,0.0
67826,120,-4481.299999998826,952,-64.00000000000064,-4481.299999998826,28.0,0.0
77943,140,-5114.400000001249,255,-16.499999999999964,-5114.400000001249,61.0,0.0
92200,170,-6032.000000004693,583,-38.80000000000028,-6032.000000004693,90.0,0.0
108823,200,-7138.100000008717,388,-25.900000000000098,-7138.100000008717,90.0,0.0
135236,250,-8873.600000015133,1001,-67.50000000000044,-8873.600000015133,118.0,0.0
160285,300,-10547.900000021224,619,-41.70000000000032,-10547.900000021224,118.0,0.0
214051,400,-14097.10000003419,309,-21.00000000000003,-14097.10000003419,133.0,0.0
270712,500,-17864.70000002083,988,-66.30000000000051,-17864.70000002083,142.0,0.0
319893,600,-21065.199999973065,601,-42.00000000000033,-21065.199999973065,224.0,0.0
375871,700,-24699.899999918514,240,-14.999999999999963,-24699.899999918514,338.0,0.0
426140,800,-27968.899999869518,1001,-66.00000000000053,-27968.899999869518,436.0,0.0
484608,900,-31836.99999981269,347,-23.700000000000067,-31836.99999981269,473.0,0.0
536467,1000,-35265.29999976202,504,-35.00000000000023,-35265.29999976202,527.0,0.0
