steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
400,1,-26.70000000000011,400,-26.70000000000011,-26.70000000000011,0.0,0.0
861,2,-58.50000000000056,461,-31.800000000000182,-58.50000000000056,0.0,0.0
1560,3,-104.09999999999836,699,-45.60000000000038,-104.09999999999836,0.0,0.0
2256,4,-148.89999999999583,696,-44.80000000000037,-148.89999999999583,0.0,0.0
3062,5,-200.2999999999929,806,-51.40000000000046,-200.2999999999929,0.0,0.0
3491,6,-229.79999999999123,429,-29.50000000000015,-229.79999999999123,0.0,0.0
3723,7,-246.59999999999027,232,-16.79999999999997,-246.59999999999027,0.0,0.0
4057,8,-268.39999999999253,334,-21.80000000000004,-268.39999999999253,0.0,0.0
5058,9,-333.4000000000073,1001,-65.00000000000058,-333.4000000000073,0.0,0.0
5779,10,-379.70000000001784,721,-46.30000000000039,-379.70000000001784,0.0,0.0
6588,12,-432.90000000002993,239,-15.299999999999962,-432.90000000002993,0.0,0.0
8482,14,-559.7000000000587,893,-60.900000000000595,-559.7000000000587,0.0,0.0
9806,17,-647.4000000000786,331,-22.100000000000044,-647.4000000000786,0.0,0.0
10914,20,-722.6000000000957,506,-33.1000000000002,-722.6000000000957,0.0,0.0
14477,25,-957.6000000001492,391,-25.30000000000009,-957.6000000001492,0.0,0.0
17551,30,-1162.700000000038,514,-33.0000000000002,-1162.700000000038,0.0,0.0
21878,40,-1453.1999999997738,338,-23.10000000000006,-1453.1999999997738,0.0,0.0
28159,50,-1868.7999999993958,468,-31.70000000000018,-1868.7999999993958,0.0,0.0
32757,60,-2176.7999999991157,256,-16.89999999999997,-2176.7999999991157,0.0,0.0
38412,70,-2549.199999998777,373,-25.100000000000087,-2549.199999998777,0.0,0.0
45824,80,-3041.0999999983296,963,-62.50000000000062,-3041.0999999983296,0.0,0.0
51348,90,-3409.899999997994,795,-53.900000000000496,-3409.899999997994,0.0,0.0
57116,100,-3793.799999997645,411,-26.400000000000105,-3793.799999997645,0.0,0.0
69720,120,-4634.6999999993295,957,-64.20000000000063,-4634.6999999993295,0.0,0.0
81555,140,-5393.200000002165,1001,-66.10000000000052,-5393.200000002165,21.0,0.0
96546,170,-6394.700000005809,525,-35.90000000000024,-6394.700000005809,21.0,0.0
112852,200,-7474.500000009737,308,-19.500000000000007,-7474.500000009737,21.0,0.0
141396,250,-9381.800000016676,1001,-65.10000000000058,-9381.800000016676,21.0,0.0
170750,300,-11345.200000023819,532,-35.500000000000234,-11345.200000023819,21.0,0.0
227340,400,-15094.400000037458,307,-20.100000000000016,-15094.400000037458,21.0,0.0
283188,500,-18780.70000000675,469,-31.70000000000018,-18780.70000000675,57.0,0.0
333664,600,-22145.499999957683,412,-27.100000000000115,-22145.499999957683,64.0,0.0
386113,700,-25633.79999990644,448,-29.900000000000155,-25633.79999990644,97.0,0.0
439489,800,-29174.89999985433,283,-19.80000000000001,-29174.89999985433,137.0,0.0
494853,900,-32859.69999980071,540,-35.40000000000023,-32859.69999980071,137.0,0.0
548988,1000,-36493.39999974783,1001,-67.10000000000046,-36493.39999974783,137.0,0.0
