steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
69,1,68.0,69,68.0,68.0,68.0
175,2,173.0,106,105.0,173.0,105.0
232,3,229.0,57,56.0,229.0,105.0
306,4,302.0,74,73.0,302.0,105.0
364,5,359.0,58,57.0,359.0,105.0
479,6,473.0,115,114.0,473.0,114.0
540,7,533.0,61,60.0,533.0,114.0
607,8,599.0,67,66.0,599.0,114.0
704,9,695.0,97,96.0,695.0,114.0
779,10,769.0,75,74.0,769.0,114.0
885,12,873.0,55,54.0,873.0,114.0
1080,14,1066.0,132,131.0,1066.0,131.0
1398,17,1381.0,80,79.0,1381.0,177.0
1600,20,1580.0,57,56.0,1580.0,177.0
2043,25,2018.0,78,77.0,2018.0,177.0
2533,30,2503.0,115,114.0,2503.0,177.0
3305,40,3265.0,46,45.0,3265.0,177.0
4046,50,3996.0,67,66.0,3996.0,177.0
4749,60,4689.0,72,71.0,4689.0,177.0
5598,70,5528.0,81,80.0,5528.0,177.0
6497,80,6417.0,73,72.0,6417.0,177.0
7280,90,7190.0,101,100.0,7190.0,177.0
8138,100,8038.0,63,62.0,8038.0,177.0
9772,120,9652.0,108,107.0,9652.0,213.0
11542,140,11402.0,45,44.0,11402.0,213.0
14135,170,13965.0,70,69.0,13965.0,213.0
16642,200,16442.0,72,71.0,16442.0,213.0
20574,250,20324.0,57,56.0,20324.0,213.0
24604,300,24304.0,49,48.0,24304.0,213.0
32637,400,32237.0,71,70.0,32237.0,213.0
40651,500,40151.0,61,60.0,40151.0,213.0
48774,600,48174.0,64,63.0,48174.0,213.0
56261,700,55561.0,67,66.0,55561.0,213.0
64595,800,63795.0,123,122.0,63795.0,213.0
72767,900,71867.0,53,52.0,71867.0,267.0
80889,1000,79889.0,70,69.0,79889.0,267.0
