steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,1.0,3,-1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,2.0,3,1.0,4,4.0
21,7,3.0,3,1.0,5,4.0
24,8,2.0,3,-1.0,5,6.0
27,9,1.0,3,-1.0,5,8.0
30,10,2.0,3,1.0,6,8.0
36,12,0.0,3,-1.0,6,12.0
42,14,2.0,3,1.0,8,12.0
51,17,3.0,3,-1.0,10,14.0
60,20,6.0,3,1.0,13,14.0
75,25,7.0,3,-1.0,16,18.0
90,30,6.0,3,1.0,18,24.0
120,40,6.0,3,-1.0,23,34.0
150,50,6.0,3,1.0,28,44.0
180,60,6.0,3,1.0,33,54.0
210,70,8.0,3,-1.0,39,62.0
240,80,6.0,3,1.0,43,74.0
270,90,6.0,3,-1.0,48,84.0
300,100,4.0,3,1.0,52,96.0
360,120,0.0,3,-1.0,60,120.0
420,140,4.0,3,-1.0,72,136.0
510,170,8.0,3,1.0,89,162.0
600,200,12.0,3,-1.0,106,188.0
750,250,16.0,3,1.0,133,234.0
900,300,14.0,3,1.0,157,286.0
1200,400,14.0,3,1.0,207,386.0
1500,500,26.0,3,-1.0,263,474.0
1800,600,30.0,3,-1.0,315,570.0
2100,700,22.0,3,1.0,361,678.0
2400,800,16.0,3,-1.0,408,784.0
2700,900,8.0,3,-1.0,454,892.0
3000,1000,14.0,3,-1.0,507,986.0
3600,1200,18.0,3,1.0,609,1182.0
4200,1400,26.0,3,-1.0,713,1374.0
5100,1700,10.0,3,-1.0,855,1690.0
6000,2000,12.0,3,1.0,1006,1988.0
7500,2500,20.0,3,1.0,1260,2480.0
9000,3000,2.0,3,-1.0,1501,2998.0
12000,4000,-34.0,3,-1.0,1983,4034.0
15000,5000,-32.0,3,1.0,2484,5032.0
18000,6000,-4.0,3,1.0,2998,6004.0
21000,7000,-22.0,3,-1.0,3489,7022.0
24000,8000,-34.0,3,-1.0,3983,8034.0
27000,9000,-28.0,3,1.0,4486,9028.0
30000,10000,-24.0,3,1.0,4988,10024.0
