steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
26,1,-0.006153846153846153,26,-0.006153846153846153,1,0
52,2,-0.010769230769230765,26,-0.004615384615384616,2,0
78,3,0.7555297691138442,26,0.7662989998830749,3,0
104,4,0.7497605383446128,26,-0.005769230769230769,4,0
130,5,0.7436066921907659,26,-0.006153846153846153,5,0
156,6,0.7382220768061499,26,-0.005384615384615384,6,0
182,7,0.7324528460369185,26,-0.005769230769230769,7,0
208,8,0.7278374614215334,26,-0.004615384615384616,8,0
234,9,0.7224528460369174,26,-0.005384615384615384,9,0
260,10,0.7174528460369168,26,-0.005,10,0
312,12,0.7043759229599923,26,-0.006153846153846153,12,0
364,14,0.18809238187350175,26,-0.004615384615384616,14,0
442,17,0.17193853571965612,26,-0.006538461538461537,17,0
520,20,0.1554000741811951,26,-0.005384615384615384,20,0
650,25,0.13270776648888816,26,-0.003846153846153847,25,0
780,30,2.6355444518355813,26,-0.005,30,0
1040,40,3.437097145472315,26,-0.0042307692307692315,40,0
1300,50,3.3836356070108016,26,-0.005,49,0
1560,60,4.296875331654107,26,-0.36635048619739047,59,0
1820,70,4.240336870115606,26,-0.004615384615384616,69,0
2080,80,1.6378150601209807,26,-0.005384615384615384,79,0
2340,90,1.5847381370440516,26,-0.004615384615384616,89,0
2600,100,0.467593994140667,26,-0.003461538461538462,98,0
3120,120,-1.1755489884885701,26,-0.0030769230769230774,118,0
3640,140,1.9479708537227718,26,1.4656915539432547,138,0
4420,170,4.984189866006908,26,-0.006153846153846153,166,0
5200,200,5.304500173822825,26,-0.003846153846153847,194,0
6500,250,4.370373488580771,26,-0.004615384615384616,240,0
7800,300,3.0420813345778748,26,0.05898299977308547,288,0
10400,400,6.4003001319561985,26,-0.003846153846153847,384,0
13000,500,6.551940065620984,26,-0.005384615384615384,482,0
15600,600,4.42094717254204,26,-0.005,578,0
18200,700,2.8585954624189593,26,-0.004615384615384616,674,0
20800,800,2.831556986638397,26,-0.006538461538461537,768,0
23400,900,1.9076124031931836,26,-0.003846153846153847,865,0
26000,1000,4.722576037027068,26,1.376026907269314,961,0
31200,1200,5.853389140098649,26,-0.005769230769230769,1158,0
36400,1400,-4.5428007471579,26,-0.005,1354,0
44200,1700,-2.936730022470098,26,-0.3230023386789575,1642,0
52000,2000,-16.322182519312122,26,-0.0026923076923076926,1928,0
65000,2500,-6.31885684247546,26,-0.003846153846153847,2411,0
78000,3000,-6.445375068846955,26,-0.0026923076923076926,2893,0
104000,4000,-21.512978700718318,26,-0.7145520366127855,3854,0
130000,5000,-39.56037395479879,26,-0.005,4813,0
156000,6000,-41.68180091329038,26,-0.0042307692307692315,5776,0
182000,7000,-48.47895176248447,26,-0.005,6738,0
208000,8000,-60.217479606602126,26,-0.005,7708,0
234000,9000,-63.825687384962905,26,-0.006153846153846153,8670,0
260000,10000,-65.4690536769579,26,-0.006538461538461537,9630,0
