steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
12,1,-0.005,12,-0.005,1,0.0
24,2,-0.009166666666666667,12,-0.004166666666666667,2,0.0
36,3,-0.015000000000000001,12,-0.005833333333333334,3,0.0
48,4,-0.017499999999999998,12,-0.0025,4,0.0
60,5,-0.02249999999999999,12,-0.005,5,0.0
72,6,-0.026666666666666648,12,-0.004166666666666667,6,0.0
84,7,-0.03416666666666664,12,-0.007500000000000001,7,0.0
96,8,-0.04166666666666662,12,-0.007500000000000001,8,0.0
108,9,-0.04833333333333328,12,-0.006666666666666667,9,0.0
120,10,-0.05499999999999993,12,-0.006666666666666667,10,0.0
144,12,-0.06333333333333326,12,-0.0033333333333333335,12,0.0
168,14,-0.07416666666666666,12,-0.005,14,0.0
204,17,-0.09333333333333345,12,-0.0033333333333333335,17,0.0
240,20,-0.10250000000000017,12,-0.0033333333333333335,20,0.0
300,25,-0.13000000000000025,12,-0.0025,25,0.0
360,30,-0.16083333333333327,12,-0.005833333333333334,30,0.0
480,40,-0.21333333333333274,12,-0.004166666666666667,40,0.0
600,50,-0.26499999999999935,12,-0.007500000000000001,50,0.0
720,60,-0.3225000000000007,12,-0.004166666666666667,60,0.0
840,70,-0.3766666666666686,12,-0.007500000000000001,70,0.0
960,80,-0.422500000000003,12,-0.004166666666666667,80,0.0
1080,90,-0.47250000000000414,12,-0.005833333333333334,90,0.0
1200,100,-0.5200000000000052,12,-0.004166666666666667,100,0.0
1440,120,-0.6183333333333408,12,-0.009166666666666667,120,0.0
1680,140,-0.7125000000000097,12,-0.0033333333333333335,140,0.0
2040,170,-0.8791666666666802,12,-0.006666666666666667,170,0.0
2400,200,-1.02666666666668,12,-0.005833333333333334,200,0.0
3000,250,-1.2774999999999856,12,-0.006666666666666667,250,0.0
3600,300,-1.5316666666666243,12,-0.004166666666666667,300,0.0
4800,400,-2.02749999999991,12,-0.005,400,0.0
6000,500,-2.530833333333322,12,-0.005833333333333334,500,0.0
7200,600,-3.0433333333334023,12,-0.004166666666666667,600,0.0
8400,700,-3.5275000000001446,12,-0.006666666666666667,700,0.0
9600,800,-3.9766666666668815,12,-0.005,800,0.0
10800,900,-4.482500000000294,12,-0.006666666666666667,900,0.0
12000,1000,-5.002500000000375,12,-0.0033333333333333335,1000,0.0
14400,1200,-6.025000000000535,12,-0.004166666666666667,1200,0.0
16800,1400,-6.989166666667352,12,-0.005833333333333334,1400,0.0
20400,1700,-8.46166666666709,12,-0.007500000000000001,1700,0.0
24000,2000,-9.985833333332371,12,-0.0033333333333333335,2000,0.0
30000,2500,-12.494166666663423,12,-0.005,2500,0.0
36000,3000,-14.99749999999448,12,-0.006666666666666667,3000,0.0
48000,4000,-20.017499999989916,12,-0.005,4000,0.0
60000,5000,-24.97249999998541,12,-0.005833333333333334,5000,0.0
72000,6000,-29.951666666647547,12,-0.005833333333333334,6000,0.0
84000,7000,-34.979166666642975,12,-0.006666666666666667,7000,0.0
96000,8000,-39.94666666663846,12,-0.006666666666666667,8000,0.0
108000,9000,-44.854999999967326,12,-0.0008333333333333334,9000,0.0
120000,10000,-48.85833333329611,12,-0.0025,9999,1.0
