steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
57,1,1.6800000000000013,57,1.6800000000000013,56.0,56.0
124,2,3.659999999999991,67,1.9800000000000015,122.0,66.0
202,3,5.970000000000005,78,2.3099999999999996,199.0,77.0
387,4,11.489999999999947,185,5.520000000000001,383.0,184.0
542,5,16.109999999999854,155,4.619999999999994,537.0,184.0
599,6,17.789999999999917,57,1.6800000000000013,593.0,184.0
715,7,21.240000000000048,116,3.449999999999992,708.0,184.0
777,8,23.070000000000118,62,1.8300000000000014,769.0,184.0
818,9,24.270000000000163,41,1.2000000000000008,809.0,184.0
906,10,26.880000000000262,88,2.6099999999999977,896.0,184.0
1043,12,30.930000000000415,87,2.579999999999998,1031.0,184.0
1165,14,34.53000000000055,52,1.5300000000000011,1151.0,184.0
1387,17,41.1000000000008,61,1.8000000000000014,1370.0,184.0
1657,20,49.1100000000011,127,3.77999999999999,1637.0,184.0
2020,25,59.85000000000151,63,1.8600000000000014,1995.0,184.0
2382,30,70.5600000000019,53,1.5600000000000012,2352.0,184.0
3192,40,94.56000000000282,78,2.3099999999999996,3152.0,184.0
4096,50,121.38000000000383,157,4.679999999999994,4046.0,184.0
5037,60,149.3100000000049,80,2.369999999999999,4977.0,184.0
5776,70,171.18000000000572,61,1.8000000000000014,5706.0,184.0
6428,80,190.44000000000645,53,1.5600000000000012,6348.0,184.0
7202,90,213.36000000000732,58,1.7100000000000013,7112.0,184.0
8067,100,239.0100000000083,51,1.500000000000001,7967.0,184.0
9824,120,291.119999999977,79,2.3399999999999994,9704.0,184.0
11607,140,344.0099999999289,73,2.1600000000000006,11467.0,184.0
14436,170,427.9799999998525,150,4.469999999999993,14266.0,194.0
16750,200,496.4999999997902,81,2.399999999999999,16550.0,194.0
20943,250,620.7899999996772,62,1.8300000000000014,20693.0,194.0
24958,300,739.739999999569,66,1.9500000000000015,24658.0,194.0
33028,400,978.8399999993516,64,1.8900000000000015,32628.0,197.0
41013,500,1215.3899999991365,85,2.5199999999999982,40513.0,197.0
49014,600,1452.419999998921,108,3.2099999999999937,48414.0,197.0
57243,700,1696.2899999986992,66,1.9500000000000015,56543.0,197.0
65107,800,1929.2099999984873,57,1.6800000000000013,64307.0,197.0
72974,900,2162.2199999991412,64,1.8900000000000015,72074.0,197.0
80825,1000,2394.750000000692,71,2.100000000000001,79825.0,230.0
