steps,episode,total_return,episode_len,episode_return,total_regret
1,1,30.0,1,30.0,0.0
2,2,0.0,1,-30.0,2.0
3,3,-30.0,1,-30.0,4.0
4,4,-60.0,1,-30.0,6.0
5,5,-90.0,1,-30.0,8.0
6,6,-120.0,1,-30.0,10.0
7,7,-150.0,1,-30.0,12.0
8,8,-180.0,1,-30.0,14.0
9,9,-210.0,1,-30.0,16.0
10,10,-240.0,1,-30.0,18.0
12,12,-300.0,1,-30.0,22.0
14,14,-360.0,1,-30.0,26.0
17,17,-450.0,1,-30.0,32.0
20,20,-540.0,1,-30.0,38.0
25,25,-690.0,1,-30.0,48.0
30,30,-780.0,1,-30.0,56.0
40,40,-960.0,1,-30.0,72.0
50,50,-1140.0,1,-30.0,88.0
60,60,-1440.0,1,-30.0,108.0
70,70,-1620.0,1,30.0,124.0
80,80,-1920.0,1,-30.0,144.0
90,90,-2220.0,1,-30.0,164.0
100,100,-2520.0,1,-30.0,184.0
120,120,-3060.0,1,-30.0,222.0
140,140,-3480.0,1,-30.0,256.0
170,170,-4140.0,1,-30.0,308.0
200,200,-4740.0,1,30.0,358.0
250,250,-5820.0,1,-30.0,444.0
300,300,-6840.0,1,-30.0,528.0
400,400,-9540.0,1,-30.0,718.0
500,500,-11880.0,1,-30.0,896.0
600,600,-14520.0,1,-30.0,1084.0
700,700,-16980.0,1,-30.0,1266.0
800,800,-19140.0,1,-30.0,1438.0
900,900,-21960.0,1,-30.0,1632.0
1000,1000,-24360.0,1,-30.0,1812.0
1200,1200,-29580.0,1,-30.0,2186.0
1400,1400,-34560.0,1,-30.0,2552.0
1700,1700,-42180.0,1,-30.0,3106.0
2000,2000,-49320.0,1,30.0,3644.0
2500,2500,-61500.0,1,-30.0,4550.0
3000,3000,-73860.0,1,-30.0,5462.0
4000,4000,-97560.0,1,-30.0,7252.0
5000,5000,-121680.0,1,-30.0,9056.0
6000,6000,-145200.0,1,-30.0,10840.0
7000,7000,-169380.0,1,-30.0,12646.0
8000,8000,-192900.0,1,-30.0,14430.0
9000,9000,-216300.0,1,-30.0,16210.0
10000,10000,-239640.0,1,-30.0,17988.0
