steps,episode,total_return,episode_len,episode_return,total_regret
20,1,0.0,20,0.0,0.0
40,2,6.0,20,6.0,0.0
60,3,10.0,20,4.0,0.0
80,4,12.0,20,2.0,2.0
100,5,10.0,20,-2.0,2.0
120,6,4.0,20,-6.0,2.0
140,7,2.0,20,-2.0,2.0
160,8,0.0,20,-2.0,4.0
180,9,0.0,20,0.0,6.0
200,10,0.0,20,0.0,8.0
240,12,10.0,20,6.0,8.0
280,14,12.0,20,0.0,8.0
340,17,22.0,20,-4.0,12.0
400,20,14.0,20,0.0,12.0
500,25,18.0,20,2.0,14.0
600,30,22.0,20,6.0,16.0
800,40,34.0,20,2.0,20.0
1000,50,22.0,20,4.0,34.0
1200,60,28.0,20,2.0,44.0
1400,70,26.0,20,-4.0,62.0
1600,80,22.0,20,-10.0,76.0
1800,90,26.0,20,2.0,86.0
2000,100,42.0,20,2.0,98.0
2400,120,32.0,20,4.0,118.0
2800,140,16.0,20,-4.0,138.0
3400,170,28.0,20,0.0,166.0
4000,200,36.0,20,-4.0,192.0
5000,250,66.0,20,0.0,240.0
6000,300,44.0,20,-4.0,304.0
8000,400,80.0,20,-4.0,412.0
10000,500,104.0,20,-6.0,510.0
12000,600,70.0,20,-6.0,604.0
14000,700,124.0,20,4.0,702.0
16000,800,114.0,20,-4.0,812.0
18000,900,144.0,20,-6.0,910.0
20000,1000,212.0,20,6.0,1016.0
24000,1200,154.0,20,-2.0,1210.0
28000,1400,236.0,20,-4.0,1408.0
34000,1700,244.0,20,-6.0,1726.0
40000,2000,132.0,20,-4.0,2022.0
50000,2500,240.0,20,0.0,2560.0
60000,3000,64.0,20,-4.0,3104.0
80000,4000,54.0,20,4.0,4126.0
100000,5000,170.0,20,2.0,5148.0
120000,6000,222.0,20,-6.0,6130.0
140000,7000,402.0,20,-8.0,7098.0
160000,8000,306.0,20,6.0,8100.0
180000,9000,362.0,20,-10.0,9132.0
200000,10000,216.0,20,2.0,10116.0
