steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
50,1,-0.0053999999999999986,50,-0.0053999999999999986,1,0
100,2,-0.009199999999999998,50,-0.0038000000000000013,2,0
150,3,-0.014200000000000011,50,-0.004999999999999999,3,0
200,4,-0.019399999999999994,50,-0.005199999999999999,4,0
250,5,1.0276345168610326,50,1.0470345168610324,5,0
300,6,1.0220345168610332,50,-0.005599999999999998,6,0
350,7,1.0162345168610338,50,-0.005799999999999998,7,0
400,8,1.0114345168610344,50,-0.0048,8,0
450,9,1.005634516861035,50,-0.005799999999999998,9,0
500,10,1.0010345168610355,50,-0.0046,10,0
600,12,1.2163343824047235,50,0.22069986554368698,12,0
700,14,1.187440567957006,50,-0.004000000000000001,14,0
850,17,1.1716405679570077,50,-0.0053999999999999986,17,0
1000,20,1.159040567957009,50,-0.0046,20,0
1250,25,1.1310405679570121,50,-0.0048,25,0
1500,30,0.49607281693842187,50,-0.0038000000000000013,30,0
2000,40,0.5347736655686806,50,-0.005799999999999998,40,0
2500,50,0.4845736655686861,50,-0.0038000000000000013,50,0
3000,60,-0.3683754599131017,50,-0.0048,60,0
3500,70,-2.1172115923279486,50,-0.0046,70,0
4000,80,-2.167611592327943,50,-0.0046,80,0
4500,90,-4.873892945872363,50,-0.0059999999999999975,90,0
5000,100,-4.8793673712399,50,0.039725574632568546,100,0
6000,120,-2.495983241720631,50,-0.005199999999999999,119,0
7000,140,-4.824815144558004,50,-0.0048,139,0
8500,170,-7.00229404129629,50,-0.006199999999999997,168,0
10000,200,-8.100235991381707,50,-0.004999999999999999,197,0
12500,250,-5.792016803565468,50,-0.006199999999999997,247,0
15000,300,-5.572002733654495,50,-0.0053999999999999986,295,0
20000,400,-5.318236193226965,50,0.3034457958999647,394,0
25000,500,-5.758672001510317,50,-0.0065999999999999965,490,0
30000,600,-3.289286452353746,50,-0.005599999999999998,589,0
35000,700,-3.1303972326266076,50,-0.0053999999999999986,688,0
40000,800,-5.645723401539619,50,-0.004999999999999999,786,0
45000,900,-2.6938778157112733,50,-0.004200000000000001,884,0
50000,1000,-0.790157134284323,50,-0.005199999999999999,984,0
60000,1200,3.814061627061132,50,-0.005199999999999999,1183,0
70000,1400,1.8227931236531838,50,-0.005199999999999999,1381,0
85000,1700,-4.030493882354888,50,-0.005599999999999998,1673,0
100000,2000,-6.022597091684663,50,-0.005199999999999999,1969,0
125000,2500,0.7535194933029314,50,-0.005199999999999999,2459,0
150000,3000,-0.7621161722635841,50,-0.0046,2950,0
200000,4000,11.885269611538096,50,0.900533896374453,3933,0
250000,5000,7.33003384455866,50,-0.005199999999999999,4915,0
300000,6000,-10.788998803534911,50,-0.0048,5895,0
350000,7000,3.2676129814667334,50,-1.5764524848149495,6873,0
400000,8000,-1.0559496358556082,50,-0.0044,7854,0
450000,9000,-5.111931012335575,50,-0.001016256051186746,8832,0
500000,10000,3.315507481006398,50,-0.0046,9810,0
