steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
18,1,-0.789262675830441,18,-0.789262675830441,1,0
36,2,-0.7942626758304407,18,-0.005,2,0
54,3,-0.7998182313859961,18,-0.005555555555555556,3,0
72,4,-0.8037071202748848,18,-0.003888888888888889,4,0
90,5,-0.8098182313859956,18,-0.006111111111111111,5,0
108,6,-0.8148182313859954,18,-0.005,6,0
126,7,-0.8203737869415507,18,-0.005555555555555556,7,0
144,8,-0.8253737869415505,18,-0.005,8,0
162,9,-0.8298182313859948,18,-0.0044444444444444444,9,0
180,10,-2.526329658145219,18,-1.6965114267592245,10,0
216,12,-2.5363296581452204,18,-0.005,12,0
252,14,-4.480761458416236,18,-1.938320689159903,14,0
306,17,-5.968129447977476,18,1.4279114189332556,17,0
360,20,-4.968290666454641,18,-0.006666666666666667,20,0
450,25,-5.147520862396281,18,-0.0044444444444444444,25,0
540,30,-4.86948143682407,18,-0.005,30,0
720,40,-4.489871732119082,18,-0.005,39,0
900,50,-5.325196342370102,18,-0.006666666666666667,49,0
1080,60,-5.508337115205984,18,-0.0044444444444444444,59,0
1260,70,-5.547724629400144,18,-0.005,67,0
1440,80,-5.544146649561176,18,-0.005,76,0
1620,90,-5.595813316227851,18,-0.005555555555555556,84,0
1800,100,2.6018863425398404,18,1.005957369579026,94,0
2160,120,2.610115786910247,18,-0.003888888888888889,112,0
2520,140,0.6491105488769294,18,-0.007777777777777778,131,0
3060,170,-0.8300141515842429,18,-0.007222222222222223,158,0
3600,200,4.236565467276812,18,-0.007222222222222223,187,0
4500,250,2.017308990185649,18,-0.005555555555555556,232,0
5400,300,3.9654766146815836,18,-0.005555555555555556,281,0
7200,400,-3.4606921080288338,18,-0.005,378,0
9000,500,-6.090804494334245,18,1.3138614266707178,473,0
10800,600,1.2258460747003888,18,-0.005555555555555556,566,0
12600,700,10.563321490104748,18,-0.005555555555555556,658,0
14400,800,10.504251765354702,18,-0.005,756,0
16200,900,8.181360272817873,18,-0.930330723621989,849,0
18000,1000,8.262034970775007,18,-0.006666666666666667,942,0
21600,1200,6.942397471997503,18,-0.0044444444444444444,1136,0
25200,1400,10.661724948584487,18,-0.006666666666666667,1328,0
30600,1700,19.369192920103064,18,1.0819211362272507,1607,0
36000,2000,12.980544522460454,18,-0.0044444444444444444,1890,0
45000,2500,-5.365135289940096,18,-0.0044444444444444444,2357,0
54000,3000,-9.319654777469182,18,-0.005,2828,0
72000,4000,-35.839779600363514,18,-0.005,3775,0
90000,5000,-47.79495190275184,18,-0.006666666666666667,4712,0
108000,6000,-43.329011183180754,18,-0.005555555555555556,5667,0
126000,7000,-38.843917038602285,18,2.45146154775945,6613,0
144000,8000,-50.556774620136956,18,-0.005555555555555556,7561,0
162000,9000,-83.68055196200216,18,-0.0044444444444444444,8511,0
180000,10000,-92.46338016412238,18,-1.674091289525751,9459,0
