steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.33966847134913414,1,0.33966847134913414,0.5
2,2,0.7668414759127653,1,0.4271730045636312,1.0
3,3,0.8868269657818278,1,0.11998548986906254,1.8
4,4,1.4722947563089432,1,0.5854677905271155,2.3
5,5,1.7397280427250146,1,0.2674332864160712,3.0
6,6,2.137247940274909,1,0.39751989754989436,3.7
7,7,2.1420342517156428,1,0.004786311440733659,4.5
8,8,2.8251955507370896,1,0.6831612990214466,4.7
9,9,2.7964453036995485,1,-0.028750247037541327,5.7
10,10,2.675064823090544,1,-0.12138048060900422,6.7
12,12,3.8213597163787965,1,0.14192825030303877,7.4
14,14,5.3555939792269855,1,0.7803812694608556,8.0
17,17,6.838583984725731,1,0.34677077658721545,9.5
20,20,8.486908740408307,1,0.4610142782242396,10.7
25,25,11.921595547665222,1,0.5697428750891071,12.399999999999999
30,30,13.383274760967923,1,0.5745437964722032,15.699999999999998
40,40,18.4453444665628,1,0.6473292851730617,20.499999999999996
50,50,24.189458276106688,1,0.9161573871813308,25.099999999999998
60,60,27.906605263871423,1,0.6453490768507123,31.799999999999997
70,70,34.15261605261579,1,0.24792842359548412,35.89999999999999
80,80,38.58386517760051,1,0.5872493659145732,41.0
90,90,41.99606849396561,1,-0.037951799202446734,47.4
100,100,46.494192087904004,1,0.75844312953337,52.7
120,120,57.688710507115246,1,0.3747472342456317,61.90000000000001
140,140,67.80545744452877,1,1.0452555295983932,72.30000000000003
170,170,80.70177218991411,1,0.10699800451430745,89.60000000000004
200,200,98.04552815758261,1,0.016330311247636876,102.7
250,250,126.80029767634488,1,0.3537829243686998,123.4
300,300,156.83424555987838,1,0.4833886553139044,144.9
400,400,207.37227459168415,1,0.2917246808782292,194.70000000000007
500,500,253.92078076717962,1,0.5362453756661459,248.20000000000007
600,600,301.5485554032199,1,0.8808301083785152,298.40000000000003
700,700,353.34156204802855,1,0.20209340182722718,345.4000000000002
800,800,403.51080393020794,1,-0.03564616000127879,394.2000000000002
900,900,454.8469398079779,1,-0.07499086162625526,442.6999999999999
1000,1000,505.203852948273,1,-0.13766484134487034,492.2
1200,1200,618.930190857968,1,0.8860871456236499,580.2000000000003
1400,1400,721.2609726658244,1,0.9082857146941661,678.2000000000011
1700,1700,865.5822727757909,1,0.6586947685107081,836.2000000000004
2000,2000,1015.5528107108203,1,0.808121458895345,984.3000000000005
2500,2500,1269.5323560074314,1,0.5351193425207512,1230.6000000000008
3000,3000,1514.7340796225028,1,0.11808480521811976,1483.5000000000002
4000,4000,1993.951216638652,1,0.11158692378060149,2000.8000000000009
5000,5000,2509.478386352496,1,0.4682394167416592,2488.200000000006
6000,6000,3016.0068897998226,1,1.0547082962547976,2982.2000000000085
7000,7000,3530.0083848340805,1,0.3977823461364831,3465.5000000000114
8000,8000,4015.754577801944,1,0.4768721397485674,3976.6000000000154
9000,9000,4515.8698978197435,1,0.8280173455590982,4476.900000000013
10000,10000,5029.721052213851,1,0.5449625387427055,4970.100000000012
