steps,episode,total_return,episode_len,episode_return,total_regret
1,1,1.7039395726987836,1,1.7039395726987836,0.09999999999999998
2,2,2.852720225272847,1,1.1487806525740634,0.19999999999999996
3,3,3.2052465300684276,1,0.3525263047955803,1.2
4,4,4.441958235694056,1,1.2367117056256287,1.2999999999999998
5,5,6.0698892683858165,1,1.6279310326917602,1.5999999999999996
6,6,5.947992080470849,1,-0.12189718791496806,1.8999999999999995
7,7,6.9240474550304,1,0.9760553745595507,2.8999999999999995
8,8,6.902724870445999,1,-0.02132258458440095,3.3999999999999995
9,9,7.147696316202631,1,0.24497144575663193,4.3
10,10,9.00735053781283,1,1.8596542216101994,5.2
12,12,13.28621285838092,1,1.305853903579559,5.7
14,14,16.357139506520195,1,1.2783036428799548,6.5
17,17,18.56871347937753,1,0.5837342744634753,6.8
20,20,21.069995951775073,1,1.4694929241169925,7.499999999999999
25,25,27.33995694810013,1,0.8407849356954173,8.499999999999998
30,30,31.130621972633673,1,0.7184726337535892,10.6
40,40,37.96333764600336,1,2.7099992648382263,14.9
50,50,42.78800496552454,1,-0.1992252230492101,19.9
60,60,46.239398348371374,1,2.171092726919829,25.7
70,70,49.41689305081497,1,-1.2343781345432119,31.0
80,80,60.07395334117889,1,3.061277043403456,35.39999999999999
90,90,68.70830921461513,1,-0.23047150573327635,40.29999999999999
100,100,78.34845567384825,1,2.260105973963176,44.499999999999986
120,120,85.24901370341271,1,-0.5475883575469735,54.59999999999998
140,140,91.9784161561899,1,-0.5558278674717612,65.6
170,170,111.13629527011818,1,0.3795080067612256,80.9
200,200,141.38575299310622,1,-1.3636793454340286,96.20000000000002
250,250,174.80167274060713,1,-1.1506796139834186,118.80000000000001
300,300,201.84469732002353,1,-1.4940873533663903,141.5999999999999
400,400,265.19663195289445,1,-0.32124065931585155,189.89999999999984
500,500,297.25326032199587,1,1.637929737308768,242.99999999999986
600,600,341.2559379067842,1,2.2004125254562075,294.59999999999957
700,700,413.7592918990592,1,0.02836072987750493,341.7999999999999
800,800,454.2694645827497,1,0.130465552264369,392.8
900,900,512.8493194016023,1,0.574919680642255,436.8000000000002
1000,1000,554.5284672987196,1,1.4585626616405594,488.00000000000006
1200,1200,684.2152991273293,1,0.48973850118771756,582.8000000000005
1400,1400,773.1386660855069,1,-0.5440497502014681,692.0000000000006
1700,1700,923.2803422417612,1,-1.1921440909477934,846.9000000000004
2000,2000,1065.549797900907,1,1.0945241664532621,994.1999999999999
2500,2500,1298.3679706538146,1,-0.24152504515181944,1234.499999999999
3000,3000,1557.4800913271222,1,1.0078752850615813,1486.1999999999994
4000,4000,2051.5615361541736,1,-0.5818296430928949,1987.5000000000016
5000,5000,2608.146811019352,1,0.1456465305030138,2483.000000000001
6000,6000,3166.874128274664,1,1.6965143197154497,2960.399999999994
7000,7000,3720.0540683242602,1,1.5731084695454909,3452.199999999991
8000,8000,4172.703470050452,1,-0.7818376535533655,3972.3999999999883
9000,9000,4690.1082470822785,1,0.3476774585084191,4474.899999999972
10000,10000,5174.068581969276,1,-1.2718560001476062,4972.099999999977
