steps,episode,total_return,episode_len,episode_return,total_regret
6,1,0.0,6,0.0,2.0
12,2,2.0,6,2.0,2.0
18,3,6.0,6,4.0,2.0
24,4,6.0,6,0.0,4.0
30,5,8.0,6,2.0,6.0
36,6,10.0,6,2.0,8.0
42,7,8.0,6,-2.0,10.0
48,8,10.0,6,2.0,10.0
54,9,6.0,6,-4.0,12.0
60,10,4.0,6,-2.0,12.0
72,12,-2.0,6,-2.0,16.0
84,14,4.0,6,2.0,18.0
102,17,0.0,6,0.0,22.0
120,20,-6.0,6,0.0,26.0
150,25,-2.0,6,0.0,26.0
180,30,4.0,6,2.0,30.0
240,40,0.0,6,-2.0,44.0
300,50,4.0,6,-4.0,52.0
360,60,4.0,6,4.0,56.0
420,70,22.0,6,0.0,60.0
480,80,20.0,6,2.0,72.0
540,90,6.0,6,0.0,86.0
600,100,8.0,6,0.0,94.0
720,120,20.0,6,-2.0,108.0
840,140,20.0,6,0.0,136.0
1020,170,26.0,6,2.0,158.0
1200,200,52.0,6,-4.0,180.0
1500,250,44.0,6,0.0,230.0
1800,300,62.0,6,-4.0,288.0
2400,400,44.0,6,0.0,400.0
3000,500,38.0,6,2.0,498.0
3600,600,42.0,6,2.0,574.0
4200,700,48.0,6,-2.0,680.0
4800,800,50.0,6,-2.0,794.0
5400,900,40.0,6,-2.0,888.0
6000,1000,96.0,6,0.0,968.0
7200,1200,60.0,6,2.0,1160.0
8400,1400,24.0,6,0.0,1370.0
10200,1700,14.0,6,-4.0,1674.0
12000,2000,56.0,6,2.0,2000.0
15000,2500,34.0,6,-2.0,2526.0
18000,3000,-6.0,6,0.0,3006.0
24000,4000,74.0,6,-2.0,4036.0
30000,5000,220.0,6,-4.0,4996.0
36000,6000,170.0,6,0.0,5948.0
42000,7000,210.0,6,-4.0,6924.0
48000,8000,164.0,6,2.0,7926.0
54000,9000,172.0,6,2.0,8936.0
60000,10000,216.0,6,4.0,9916.0
