steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,61.0,62,61.0,61.0,61.0
160,2,158.0,98,97.0,158.0,97.0
235,3,232.0,75,74.0,232.0,97.0
322,4,318.0,87,86.0,318.0,97.0
392,5,387.0,70,69.0,387.0,97.0
462,6,456.0,70,69.0,456.0,97.0
551,7,544.0,89,88.0,544.0,97.0
616,8,608.0,65,64.0,608.0,97.0
700,9,691.0,84,83.0,691.0,97.0
762,10,752.0,62,61.0,752.0,97.0
932,12,920.0,76,75.0,920.0,97.0
1101,14,1087.0,80,79.0,1087.0,97.0
1304,17,1287.0,83,82.0,1287.0,97.0
1514,20,1494.0,84,83.0,1494.0,97.0
1978,25,1953.0,52,51.0,1953.0,147.0
2305,30,2275.0,65,64.0,2275.0,147.0
3025,40,2985.0,88,87.0,2985.0,147.0
3810,50,3760.0,96,95.0,3760.0,147.0
4558,60,4498.0,110,109.0,4498.0,147.0
5366,70,5296.0,76,75.0,5296.0,147.0
6170,80,6090.0,76,75.0,6090.0,147.0
6946,90,6856.0,79,78.0,6856.0,147.0
7749,100,7649.0,62,61.0,7649.0,147.0
9376,120,9256.0,100,99.0,9256.0,173.0
10959,140,10819.0,74,73.0,10819.0,173.0
13267,170,13097.0,67,66.0,13097.0,173.0
15842,200,15642.0,63,62.0,15642.0,178.0
19735,250,19485.0,63,62.0,19485.0,178.0
23615,300,23315.0,65,64.0,23315.0,178.0
31770,400,31370.0,53,52.0,31370.0,178.0
39616,500,39116.0,107,106.0,39116.0,194.0
47845,600,47245.0,81,80.0,47245.0,194.0
56087,700,55387.0,103,102.0,55387.0,290.0
64296,800,63496.0,62,61.0,63496.0,290.0
72128,900,71228.0,93,92.0,71228.0,290.0
79914,1000,78914.0,69,68.0,78914.0,290.0
