steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1000.0,1,-1000.0,2.0
2,2,-2000.0,1,-1000.0,4.0
3,3,-3000.0,1,-1000.0,6.0
4,4,-4000.0,1,-1000.0,8.0
5,5,-5000.0,1,-1000.0,10.0
6,6,-6000.0,1,-1000.0,12.0
7,7,-7000.0,1,-1000.0,14.0
8,8,-8000.0,1,-1000.0,16.0
9,9,-9000.0,1,-1000.0,18.0
10,10,-10000.0,1,-1000.0,20.0
12,12,-12000.0,1,-1000.0,24.0
14,14,-14000.0,1,-1000.0,28.0
17,17,-17000.0,1,-1000.0,34.0
20,20,-18000.0,1,1000.0,38.0
25,25,-21000.0,1,1000.0,46.0
30,30,-24000.0,1,-1000.0,54.0
40,40,-24000.0,1,-1000.0,64.0
50,50,-34000.0,1,-1000.0,84.0
60,60,-44000.0,1,-1000.0,104.0
70,70,-54000.0,1,-1000.0,124.0
80,80,-62000.0,1,1000.0,142.0
90,90,-72000.0,1,-1000.0,162.0
100,100,-80000.0,1,-1000.0,180.0
120,120,-92000.0,1,-1000.0,212.0
140,140,-108000.0,1,-1000.0,248.0
170,170,-124000.0,1,-1000.0,294.0
200,200,-152000.0,1,-1000.0,352.0
250,250,-194000.0,1,-1000.0,444.0
300,300,-234000.0,1,-1000.0,534.0
400,400,-312000.0,1,-1000.0,712.0
500,500,-396000.0,1,-1000.0,896.0
600,600,-482000.0,1,-1000.0,1082.0
700,700,-568000.0,1,-1000.0,1268.0
800,800,-654000.0,1,-1000.0,1454.0
900,900,-728000.0,1,-1000.0,1628.0
1000,1000,-818000.0,1,-1000.0,1818.0
1200,1200,-984000.0,1,-1000.0,2184.0
1400,1400,-1144000.0,1,-1000.0,2544.0
1700,1700,-1384000.0,1,-1000.0,3084.0
2000,2000,-1616000.0,1,-1000.0,3616.0
2500,2500,-2028000.0,1,-1000.0,4528.0
3000,3000,-2404000.0,1,-1000.0,5404.0
4000,4000,-3222000.0,1,-1000.0,7222.0
5000,5000,-4042000.0,1,-1000.0,9042.0
6000,6000,-4874000.0,1,-1000.0,10874.0
7000,7000,-5692000.0,1,1000.0,12692.0
8000,8000,-6474000.0,1,-1000.0,14474.0
9000,9000,-7276000.0,1,-1000.0,16276.0
10000,10000,-8078000.0,1,-1000.0,18078.0
