steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-970.4229591559555,1000,-970.4229591559555,-1000.0
2000,2,-1979.6652663653017,1000,-1009.242307209344,-2000.0
3000,3,-2973.667259869669,1000,-994.00199350437,-3000.0
4000,4,-3928.1974933866754,1000,-954.5302335170069,-4000.0
5000,5,-4885.409516444484,1000,-957.2120230577985,-5000.0
6000,6,-5853.494872058786,1000,-968.0853556142964,-6000.0
7000,7,-6877.253962669658,1000,-1023.7590906108745,-7000.0
8000,8,-7873.001258893565,1000,-995.7472962239005,-8000.0
9000,9,-8860.050128367315,1000,-987.0488694737455,-9000.0
10000,10,-9856.31074418745,1000,-996.260615820146,-10000.0
12000,12,-11931.083722129293,1000,-1046.4079626570351,-12000.0
14000,14,-13971.07111051069,1000,-1026.4574560305655,-14000.0
17000,17,-16928.410450437237,1000,-1009.4110608433516,-17000.0
20000,20,-19949.951774313326,1000,-997.725298913658,-20000.0
25000,25,-24878.676189011578,1000,-989.799294059531,-25000.0
30000,30,-29936.597734419513,1000,-1041.5856257184737,-30000.0
40000,40,-39937.81142432536,1000,-1010.6713597899023,-40000.0
50000,50,-49940.25468573409,1000,-1019.1500542999017,-50000.0
60000,60,-59973.86392598172,1000,-988.3274575405773,-60000.0
70000,70,-69973.02750927451,1000,-1016.9315587681283,-70000.0
80000,80,-79944.74531088333,1000,-966.3262837340396,-80000.0
90000,90,-90246.58377652414,1000,-1050.664712700813,-90000.0
100000,100,-100181.21589658437,1000,-989.1551339319665,-100000.0
120000,120,-120163.60156959554,1000,-1028.770650833092,-120000.0
140000,140,-140168.5824998444,1000,-1004.9113272480993,-140000.0
170000,170,-170351.59279951593,1000,-1035.9828199879703,-170000.0
200000,200,-200093.60398545445,1000,-948.2622137305809,-200000.0
250000,250,-249957.48945254102,1000,-1013.6496733430008,-250000.0
300000,300,-299807.84673147363,1000,-964.41614723455,-300000.0
400000,400,-399658.6779398722,1000,-1021.4210081768127,-400000.0
500000,500,-499469.71694185905,1000,-1003.1942197299577,-500000.0
600000,600,-599289.1455976688,1000,-1007.7716738147288,-600000.0
700000,700,-699312.5150025579,1000,-994.3306087055727,-700000.0
800000,800,-799098.3902308779,1000,-1013.2930840653298,-800000.0
900000,900,-898844.9322484528,1000,-969.0437346772462,-900000.0
1000000,1000,-998208.9370696141,1000,-1039.7469571641839,-1000000.0
