steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
69,1,68.0,69,68.0,68.0,68.0
165,2,163.0,96,95.0,163.0,95.0
228,3,225.0,63,62.0,225.0,95.0
417,4,413.0,189,188.0,413.0,188.0
523,5,518.0,106,105.0,518.0,188.0
588,6,582.0,65,64.0,582.0,188.0
709,7,702.0,121,120.0,702.0,188.0
779,8,771.0,70,69.0,771.0,188.0
823,9,814.0,44,43.0,814.0,188.0
875,10,865.0,52,51.0,865.0,188.0
1072,12,1060.0,122,121.0,1060.0,188.0
1269,14,1255.0,67,66.0,1255.0,188.0
1584,17,1567.0,109,108.0,1567.0,188.0
1814,20,1794.0,50,49.0,1794.0,188.0
2250,25,2225.0,113,112.0,2225.0,188.0
2610,30,2580.0,64,63.0,2580.0,188.0
3313,40,3273.0,51,50.0,3273.0,188.0
3933,50,3883.0,60,59.0,3883.0,188.0
4776,60,4716.0,50,49.0,4716.0,188.0
5492,70,5422.0,70,69.0,5422.0,188.0
6233,80,6153.0,70,69.0,6153.0,188.0
7013,90,6923.0,54,53.0,6923.0,188.0
7806,100,7706.0,82,81.0,7706.0,188.0
9379,120,9259.0,59,58.0,9259.0,188.0
10898,140,10758.0,60,59.0,10758.0,188.0
13288,170,13118.0,69,68.0,13118.0,188.0
15540,200,15340.0,84,83.0,15340.0,188.0
19684,250,19434.0,88,87.0,19434.0,188.0
23698,300,23398.0,47,46.0,23398.0,188.0
31573,400,31173.0,106,105.0,31173.0,188.0
39495,500,38995.0,78,77.0,38995.0,188.0
47650,600,47050.0,80,79.0,47050.0,190.0
55654,700,54954.0,78,77.0,54954.0,190.0
63861,800,63061.0,69,68.0,63061.0,196.0
71262,900,70362.0,80,79.0,70362.0,196.0
78927,1000,77927.0,54,53.0,77927.0,208.0
