steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
32,1,-0.0034374999999999996,32,-0.0034374999999999996,1,0
64,2,-0.008437500000000002,32,-0.005,2,0
96,3,-0.014062500000000007,32,-0.005625000000000001,3,0
128,4,-0.02000000000000001,32,-0.005937500000000001,4,0
160,5,-0.025312500000000016,32,-0.0053125,5,0
192,6,-0.03062500000000002,32,-0.0053125,6,0
224,7,-0.035000000000000024,32,-0.0043749999999999995,7,0
256,8,-0.04062500000000003,32,-0.005625000000000001,8,0
288,9,-0.04500000000000003,32,-0.0043749999999999995,9,0
320,10,-0.047500000000000035,32,-0.0025,10,0
384,12,-0.056875000000000044,32,-0.005,12,0
448,14,-0.06749999999999994,32,-0.005,14,0
544,17,-0.08406249999999958,32,-0.0053125,17,0
640,20,-0.09968749999999925,32,-0.005937500000000001,20,0
800,25,-0.1265624999999987,32,-0.0053125,25,0
960,30,-0.15187499999999815,32,-0.005625000000000001,30,0
1280,40,-0.19906249999999714,32,-0.0034374999999999996,40,0
1600,50,-0.24968749999999607,32,-0.0037499999999999994,50,0
1920,60,-0.300937499999995,32,-0.005625000000000001,60,0
2240,70,-0.3503124999999939,32,-0.005,70,0
2560,80,-0.4071874999999927,32,-0.005937500000000001,80,0
2880,90,-0.4543749999999917,32,-0.0037499999999999994,90,0
3200,100,-0.5031249999999912,32,-0.005,100,0
3840,120,-0.6081250000000076,32,-0.005,120,0
4480,140,-0.7115625000000237,32,-0.0053125,140,0
5440,170,-0.8596875000000469,32,-0.005,170,0
6400,200,-0.9981250000000685,32,-0.0037499999999999994,200,0
8000,250,-1.2487500000000193,32,-0.005,250,0
9600,300,-1.4946874999999704,32,-0.006250000000000001,300,0
12800,400,-2.0012499999998705,32,-0.005,400,0
16000,500,-2.4937500000001225,32,-0.0043749999999999995,500,0
19200,600,-2.991562500000377,32,-0.0031249999999999997,600,0
22400,700,-3.518750000000647,32,-0.0046875,700,0
25600,800,-4.016875000000877,32,-0.005625000000000001,800,0
28800,900,-4.520937500000419,32,-0.005625000000000001,900,0
32000,1000,-5.022499999999963,32,-0.0034374999999999996,1000,0
38400,1200,-6.017812499999057,32,-0.005937500000000001,1200,0
44800,1400,-7.003124999998161,32,-0.0053125,1400,0
54400,1700,-8.492499999996808,32,-0.005937500000000001,1700,0
64000,2000,-9.98437499999545,32,-0.005937500000000001,2000,0
80000,2500,-12.493749999993168,32,-0.0046875,2500,0
96000,3000,-14.994062499990894,32,-0.0046875,3000,0
128000,4000,-20.006562499986337,32,-0.006250000000000001,4000,0
160000,5000,-25.046562499981754,32,-0.0053125,5000,0
192000,6000,-30.03124999997722,32,-0.006875000000000002,6000,0
224000,7000,-35.0046874999727,32,-0.0043749999999999995,7000,0
256000,8000,-40.010312499968144,32,-0.007812500000000002,8000,0
288000,9000,-45.03593749996357,32,-0.0046875,9000,0
320000,10000,-50.00749999995905,32,-0.0043749999999999995,10000,0
