steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,-1.0,15,-1.0,0,2.0
30,2,0.0,15,1.0,1,2.0
45,3,-1.0,15,-1.0,1,4.0
60,4,-2.0,15,-1.0,1,6.0
75,5,-1.0,15,1.0,2,6.0
90,6,-2.0,15,-1.0,2,8.0
105,7,-3.0,15,-1.0,2,10.0
120,8,-4.0,15,-1.0,2,12.0
135,9,-5.0,15,-1.0,2,14.0
150,10,-6.0,15,-1.0,2,16.0
180,12,-6.0,15,1.0,3,18.0
210,14,-8.0,15,-1.0,3,22.0
255,17,-9.0,15,-1.0,4,26.0
300,20,-6.0,15,1.0,7,26.0
375,25,-7.0,15,-1.0,9,32.0
450,30,-2.0,15,1.0,14,32.0
600,40,0.0,15,1.0,20,40.0
750,50,-2.0,15,1.0,24,52.0
900,60,-8.0,15,-1.0,26,68.0
1050,70,-2.0,15,1.0,34,72.0
1200,80,-4.0,15,1.0,38,84.0
1350,90,0.0,15,1.0,45,90.0
1500,100,0.0,15,1.0,50,100.0
1800,120,0.0,15,1.0,60,120.0
2100,140,0.0,15,1.0,70,140.0
2550,170,2.0,15,-1.0,86,168.0
3000,200,4.0,15,1.0,102,196.0
3750,250,2.0,15,1.0,126,248.0
4500,300,20.0,15,-1.0,160,280.0
6000,400,22.0,15,1.0,211,378.0
7500,500,30.0,15,1.0,265,470.0
9000,600,20.0,15,1.0,310,580.0
10500,700,22.0,15,1.0,361,678.0
12000,800,12.0,15,1.0,406,788.0
13500,900,16.0,15,1.0,458,884.0
15000,1000,34.0,15,-1.0,517,966.0
18000,1200,30.0,15,-1.0,615,1170.0
21000,1400,10.0,15,1.0,705,1390.0
25500,1700,16.0,15,1.0,858,1684.0
30000,2000,-12.0,15,-1.0,994,2012.0
37500,2500,44.0,15,-1.0,1272,2456.0
45000,3000,22.0,15,-1.0,1511,2978.0
60000,4000,32.0,15,-1.0,2016,3968.0
75000,5000,-32.0,15,1.0,2484,5032.0
90000,6000,20.0,15,1.0,3010,5980.0
105000,7000,14.0,15,-1.0,3507,6986.0
120000,8000,-60.0,15,-1.0,3970,8060.0
135000,9000,-88.0,15,-1.0,4456,9088.0
150000,10000,-94.0,15,1.0,4953,10094.0
