steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
61,1,60.0,61,60.0,60.0,60.0
139,2,137.0,78,77.0,137.0,77.0
218,3,215.0,79,78.0,215.0,78.0
302,4,298.0,84,83.0,298.0,83.0
369,5,364.0,67,66.0,364.0,83.0
444,6,438.0,75,74.0,438.0,83.0
492,7,485.0,48,47.0,485.0,83.0
607,8,599.0,115,114.0,599.0,114.0
724,9,715.0,117,116.0,715.0,116.0
805,10,795.0,81,80.0,795.0,116.0
1058,12,1046.0,125,124.0,1046.0,127.0
1251,14,1237.0,104,103.0,1237.0,127.0
1444,17,1427.0,48,47.0,1427.0,127.0
1710,20,1690.0,73,72.0,1690.0,127.0
2121,25,2096.0,59,58.0,2096.0,127.0
2506,30,2476.0,58,57.0,2476.0,127.0
3276,40,3236.0,82,81.0,3236.0,136.0
3980,50,3930.0,64,63.0,3930.0,136.0
4822,60,4762.0,75,74.0,4762.0,136.0
5596,70,5526.0,60,59.0,5526.0,136.0
6435,80,6355.0,59,58.0,6355.0,136.0
7166,90,7076.0,57,56.0,7076.0,136.0
7872,100,7772.0,76,75.0,7772.0,136.0
9501,120,9381.0,50,49.0,9381.0,228.0
11232,140,11092.0,123,122.0,11092.0,228.0
13630,170,13460.0,64,63.0,13460.0,228.0
16037,200,15837.0,119,118.0,15837.0,228.0
20293,250,20043.0,69,68.0,20043.0,245.0
24655,300,24355.0,77,76.0,24355.0,245.0
33299,400,32899.0,90,89.0,32899.0,258.0
41098,500,40598.0,51,50.0,40598.0,258.0
48839,600,48239.0,63,62.0,48239.0,258.0
57085,700,56385.0,36,35.0,56385.0,258.0
65132,800,64332.0,74,73.0,64332.0,258.0
72552,900,71652.0,68,67.0,71652.0,258.0
80589,1000,79589.0,232,231.0,79589.0,258.0
