steps,episode,total_return,episode_len,episode_return,total_regret
12,1,4.0,12,4.0,2.0
24,2,10.0,12,6.0,2.0
36,3,4.0,12,-6.0,4.0
48,4,6.0,12,2.0,6.0
60,5,10.0,12,4.0,6.0
72,6,8.0,12,-2.0,8.0
84,7,8.0,12,0.0,8.0
96,8,8.0,12,0.0,8.0
108,9,2.0,12,-6.0,8.0
120,10,4.0,12,2.0,8.0
144,12,2.0,12,-2.0,8.0
168,14,-10.0,12,-4.0,12.0
204,17,-16.0,12,0.0,14.0
240,20,-16.0,12,2.0,20.0
300,25,-8.0,12,-2.0,24.0
360,30,-12.0,12,6.0,26.0
480,40,-20.0,12,2.0,40.0
600,50,-10.0,12,-6.0,50.0
720,60,-16.0,12,-2.0,60.0
840,70,-12.0,12,2.0,68.0
960,80,-14.0,12,2.0,78.0
1080,90,-6.0,12,4.0,82.0
1200,100,-2.0,12,-2.0,94.0
1440,120,-16.0,12,2.0,118.0
1680,140,-30.0,12,0.0,140.0
2040,170,-46.0,12,-2.0,176.0
2400,200,8.0,12,4.0,200.0
3000,250,14.0,12,-4.0,246.0
3600,300,30.0,12,0.0,284.0
4800,400,-56.0,12,2.0,384.0
6000,500,-18.0,12,-6.0,476.0
7200,600,-4.0,12,0.0,576.0
8400,700,-62.0,12,-6.0,678.0
9600,800,-28.0,12,-2.0,772.0
10800,900,-22.0,12,0.0,864.0
12000,1000,-80.0,12,-4.0,968.0
14400,1200,-52.0,12,-6.0,1174.0
16800,1400,-126.0,12,-2.0,1364.0
20400,1700,-130.0,12,-4.0,1670.0
24000,2000,-94.0,12,-2.0,1992.0
30000,2500,-44.0,12,-4.0,2484.0
36000,3000,-210.0,12,4.0,2998.0
48000,4000,-74.0,12,-2.0,3990.0
60000,5000,-14.0,12,6.0,5038.0
72000,6000,-132.0,12,0.0,6042.0
84000,7000,-258.0,12,-4.0,7076.0
96000,8000,-162.0,12,0.0,8072.0
108000,9000,-14.0,12,6.0,9086.0
120000,10000,-182.0,12,0.0,10106.0
