steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
58,1,56.941730916509364,58,56.941730916509364,57.0,57.0
123,2,122.22724254589659,65,65.28551162938723,121.0,64.0
236,3,235.17497520632432,113,112.94773266042759,233.0,112.0
311,4,310.71913191207994,75,75.5441567057556,307.0,112.0
370,5,368.88942860634626,59,58.170296694266085,365.0,112.0
458,6,454.91383497598275,88,86.02440636963652,452.0,112.0
537,7,532.5542624642505,79,77.64042748826783,530.0,112.0
618,8,612.0487008015965,81,79.49443833734603,610.0,112.0
713,9,705.6019197802498,95,93.55321897865277,704.0,112.0
779,10,771.6145345447504,66,66.01261476450067,769.0,112.0
878,12,868.2803127619519,49,48.36156665586658,866.0,112.0
1029,14,1017.1356226175355,62,61.90954879913859,1015.0,112.0
1233,17,1218.2311502433429,64,63.07999070244176,1216.0,112.0
1448,20,1431.1227233516258,47,46.12957035927055,1428.0,112.0
1817,25,1793.004685957343,57,55.5556781564174,1792.0,112.0
2292,30,2265.184246836579,68,66.88721328742238,2262.0,200.0
3370,40,3333.953263884426,53,51.52933129176033,3330.0,200.0
4177,50,4137.1045436976165,50,49.779007277061446,4127.0,200.0
4953,60,4902.329319418349,78,76.91643742090915,4893.0,200.0
5812,70,5750.815464450408,58,57.40005370472026,5742.0,200.0
6602,80,6531.436070361969,90,88.14677699114597,6522.0,200.0
7384,90,7304.768938542282,92,91.63437916433195,7294.0,200.0
8130,100,8038.64466317714,94,93.189734284065,8030.0,200.0
9720,120,9608.320302791026,86,86.67670184570807,9600.0,200.0
11158,140,11027.496514183324,67,66.80645734039868,11018.0,200.0
13534,170,13376.028675721576,74,73.33091352179301,13364.0,200.0
16050,200,15863.354181512834,75,73.07009994900065,15850.0,200.0
19969,250,19737.060487347062,95,95.06868430538671,19719.0,200.0
23534,300,23260.11263282823,74,73.28293246428933,23234.0,200.0
31699,400,31322.95775885167,48,46.95005135948803,31299.0,200.0
39894,500,39430.16539059973,112,110.58767167236502,39394.0,226.0
47934,600,47370.10347507767,65,63.4141709153944,47334.0,226.0
55885,700,55219.1192217177,69,68.21632322522781,55185.0,226.0
63993,800,63235.48415376134,84,82.94007347818011,63193.0,226.0
71446,900,70576.77131166043,72,72.68209399393992,70546.0,226.0
79505,1000,78518.82857380409,59,59.363582872962155,78505.0,226.0
