steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
18,1,-0.006111111111111111,18,-0.006111111111111111,1,0
36,2,-0.011111111111111112,18,-0.005,2,0
54,3,-0.016666666666666666,18,-0.005555555555555556,3,0
72,4,-0.020555555555555556,18,-0.003888888888888889,4,0
90,5,-0.026111111111111113,18,-0.005555555555555556,5,0
108,6,-0.030555555555555558,18,-0.0044444444444444444,6,0
126,7,-0.03611111111111109,18,-0.005555555555555556,7,0
144,8,-0.04111111111111106,18,-0.005,8,0
162,9,-0.045555555555555474,18,-0.0044444444444444444,9,0
180,10,-0.05277777777777765,18,-0.007222222222222223,10,0
216,12,-0.06222222222222204,18,-0.0044444444444444444,12,0
252,14,-0.07333333333333322,18,-0.005,14,0
306,17,-0.08499999999999996,18,-0.0044444444444444444,17,0
360,20,-0.10111111111111118,18,-0.006666666666666667,20,0
450,25,-0.1238888888888891,18,-0.0044444444444444444,25,0
540,30,-0.15166666666666706,18,-0.005,30,0
720,40,-0.20222222222222294,18,-0.005,40,0
900,50,-0.25277777777777866,18,-0.006666666666666667,50,0
1080,60,-0.3099999999999984,18,-0.0044444444444444444,60,0
1260,70,-0.35722222222221856,18,-0.005,70,0
1440,80,-0.40499999999999425,18,-0.005,80,0
1620,90,-0.453888888888881,18,-0.005,90,0
1800,100,-0.497777777777768,18,-0.0044444444444444444,100,0
2160,120,-0.5983333333333192,18,-0.003888888888888889,120,0
2520,140,-0.6994444444444259,18,-0.007777777777777778,140,0
3060,170,-0.8483333333333083,18,-0.007222222222222223,170,0
3600,200,-1.000555555555524,18,-0.007222222222222223,200,0
4500,250,-1.2355555555555606,18,-0.005555555555555556,250,0
5400,300,-1.4955555555556013,18,-0.005555555555555556,300,0
7200,400,-1.9983333333334576,18,-0.005,400,0
9000,500,-2.5111111111113154,18,-0.0033333333333333335,500,0
10800,600,-3.0138888888891717,18,-0.005555555555555556,600,0
12600,700,-3.5127777777781386,18,-0.003888888888888889,700,0
14400,800,-3.9927777777782136,18,-0.005,800,0
16200,900,-4.477222222222734,18,-0.0033333333333333335,900,0
18000,1000,-5.004444444445038,18,-0.006666666666666667,1000,0
21600,1200,-6.016111111111863,18,-0.0044444444444444444,1200,0
25200,1400,-6.992777777778683,18,-0.006111111111111111,1400,0
30600,1700,-8.477222222223359,18,-0.005,1700,0
36000,2000,-9.96611111111248,18,-0.0044444444444444444,2000,0
45000,2500,-12.45611111111287,18,-0.0044444444444444444,2500,0
54000,3000,-14.951666666668816,18,-0.006111111111111111,3000,0
72000,4000,-19.92555555554593,18,-0.005,4000,0
90000,5000,-24.992777777752742,18,-0.006666666666666667,5000,0
108000,6000,-29.960555555515413,18,-0.0044444444444444444,6000,0
126000,7000,-34.97833333329697,18,-0.006111111111111111,7000,0
144000,8000,-39.95444444442477,18,-0.006666666666666667,8000,0
162000,9000,-44.949444444441525,18,-0.0044444444444444444,9000,0
180000,10000,-49.927777777791555,18,-0.0033333333333333335,10000,0
