steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1000.0,1,-1000.0,2.0
2,2,-2000.0,1,-1000.0,4.0
3,3,-3000.0,1,-1000.0,6.0
4,4,-4000.0,1,-1000.0,8.0
5,5,-5000.0,1,-1000.0,10.0
6,6,-6000.0,1,-1000.0,12.0
7,7,-7000.0,1,-1000.0,14.0
8,8,-6000.0,1,1000.0,14.0
9,9,-7000.0,1,-1000.0,16.0
10,10,-6000.0,1,1000.0,16.0
12,12,-8000.0,1,-1000.0,20.0
14,14,-10000.0,1,-1000.0,24.0
17,17,-11000.0,1,1000.0,28.0
20,20,-14000.0,1,-1000.0,34.0
25,25,-17000.0,1,1000.0,42.0
30,30,-20000.0,1,-1000.0,50.0
40,40,-30000.0,1,-1000.0,70.0
50,50,-40000.0,1,-1000.0,90.0
60,60,-46000.0,1,-1000.0,106.0
70,70,-52000.0,1,1000.0,122.0
80,80,-62000.0,1,-1000.0,142.0
90,90,-70000.0,1,-1000.0,160.0
100,100,-76000.0,1,-1000.0,176.0
120,120,-94000.0,1,-1000.0,214.0
140,140,-102000.0,1,-1000.0,242.0
170,170,-128000.0,1,-1000.0,298.0
200,200,-150000.0,1,-1000.0,350.0
250,250,-196000.0,1,-1000.0,446.0
300,300,-236000.0,1,-1000.0,536.0
400,400,-312000.0,1,-1000.0,712.0
500,500,-388000.0,1,-1000.0,888.0
600,600,-462000.0,1,-1000.0,1062.0
700,700,-534000.0,1,-1000.0,1234.0
800,800,-624000.0,1,-1000.0,1424.0
900,900,-712000.0,1,-1000.0,1612.0
1000,1000,-800000.0,1,1000.0,1800.0
1200,1200,-950000.0,1,-1000.0,2150.0
1400,1400,-1104000.0,1,-1000.0,2504.0
1700,1700,-1340000.0,1,-1000.0,3040.0
2000,2000,-1580000.0,1,-1000.0,3580.0
2500,2500,-2006000.0,1,-1000.0,4506.0
3000,3000,-2406000.0,1,-1000.0,5406.0
4000,4000,-3210000.0,1,-1000.0,7210.0
5000,5000,-4024000.0,1,-1000.0,9024.0
6000,6000,-4826000.0,1,-1000.0,10826.0
7000,7000,-5602000.0,1,-1000.0,12602.0
8000,8000,-6408000.0,1,1000.0,14408.0
9000,9000,-7204000.0,1,-1000.0,16204.0
10000,10000,-7996000.0,1,-1000.0,17996.0
