steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
46,1,-0.00565217391304348,46,-0.00565217391304348,1,0
92,2,-0.0108695652173913,46,-0.005217391304347827,2,0
138,3,-0.015869565217391288,46,-0.005000000000000001,3,0
184,4,-0.02065217391304345,46,-0.004782608695652175,4,0
230,5,-0.026086956521739087,46,-0.005434782608695654,5,0
276,6,-0.030434782608695598,46,-0.004347826086956522,6,0
322,7,-0.03434782608695651,46,-0.003913043478260869,7,0
368,8,-0.03891304347826092,46,-0.004565217391304348,8,0
414,9,-0.043913043478260985,46,-0.005000000000000001,9,0
460,10,-0.04760869565217408,46,-0.0036956521739130426,10,0
552,12,-0.056739130434782896,46,-0.005434782608695654,12,0
644,14,-0.0647826086956525,46,-0.004130434782608695,14,0
782,17,-0.07891304347826093,46,-0.005434782608695654,17,0
920,20,-0.09152173913043461,46,-0.004565217391304348,20,0
1150,25,-0.11652173913043415,46,-0.004565217391304348,25,0
1380,30,-0.14065217391304338,46,-0.005217391304347827,30,0
1840,40,-0.19369565217391535,46,-0.004565217391304348,40,0
2300,50,-0.2454347826087003,46,-0.004130434782608695,50,0
2760,60,-0.2995652173913114,46,-0.005000000000000001,60,0
3220,70,-0.3515217391304442,46,-0.006086956521739133,70,0
3680,80,-0.4023913043478378,46,-0.006304347826086959,80,0
4140,90,-0.4526086956521879,46,-0.004565217391304348,90,0
4600,100,-0.5013043478261031,46,-0.005217391304347827,100,0
5520,120,-0.6013043478261076,46,-0.0036956521739130426,120,0
6440,140,-0.7076086956521994,46,-0.006739130434782612,140,0
7820,170,-0.8626086956522064,46,-0.0058695652173913065,170,0
9200,200,-1.0204347826087248,46,-0.005434782608695654,200,0
11500,250,-1.271521739130347,46,-0.0036956521739130426,250,0
13800,300,-1.5271739130432715,46,-0.005217391304347827,300,0
18400,400,-2.023913043477823,46,-0.004347826086956522,400,0
23000,500,-2.52586956521672,46,-0.006739130434782612,500,0
27600,600,-3.0376086956512642,46,-0.005434782608695654,600,0
32200,700,-3.53391304347712,46,-0.006739130434782612,700,0
36800,800,-4.021956521737807,46,-0.0034782608695652167,800,0
41400,900,-4.529565217390782,46,-0.005217391304347827,900,0
46000,1000,-5.035217391304623,46,-0.0034782608695652167,1000,0
55200,1200,-6.03282608695837,46,-0.004347826086956522,1200,0
64400,1400,-7.045869565220838,46,-0.006521739130434786,1400,0
78200,1700,-8.57478260870151,46,-0.00565217391304348,1700,0
92000,2000,-10.067826086964734,46,-0.00565217391304348,2000,0
115000,2500,-12.58543478262088,46,-0.0058695652173913065,2500,0
138000,3000,-15.096304347842231,46,-0.003913043478260869,3000,0
184000,4000,-20.103043478251383,46,-0.004565217391304348,4000,0
230000,5000,-25.123913043435667,46,-0.004565217391304348,5000,0
276000,6000,-30.131304347750476,46,-0.004565217391304348,6000,0
322000,7000,-35.193695652064925,46,-0.004782608695652175,7000,0
368000,8000,-40.188913043336335,46,-0.005000000000000001,8000,0
414000,9000,-45.17956521721647,46,-0.005434782608695654,9000,0
460000,10000,-50.14543478240112,46,-0.003913043478260869,10000,0
