steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-997.2574565257995,1000,-997.2574565257995,-1000.0
2000,2,-1992.4875454784449,1000,-995.2300889526485,-2000.0
3000,3,-2991.8584783453343,1000,-999.3709328668938,-3000.0
4000,4,-3994.6761359057045,1000,-1002.8176575603705,-4000.0
5000,5,-4996.833577420818,1000,-1002.1574415151232,-5000.0
6000,6,-5999.765709560676,1000,-1002.9321321398675,-6000.0
7000,7,-6997.7201735444605,1000,-997.9544639837711,-7000.0
8000,8,-7994.499510847717,1000,-996.7793373032466,-8000.0
9000,9,-8997.449403385233,1000,-1002.9498925375273,-9000.0
10000,10,-9997.894337502512,1000,-1000.4449341172708,-10000.0
12000,12,-11991.969462237517,1000,-1000.2415950892414,-12000.0
14000,14,-13990.116227703269,1000,-995.438789933285,-14000.0
17000,17,-16981.821612732565,1000,-998.8204727285797,-17000.0
20000,20,-19975.204536949834,1000,-1005.8271530746736,-20000.0
25000,25,-24968.37477286661,1000,-1002.0415231762216,-25000.0
30000,30,-29972.721887754433,1000,-998.8974012896123,-30000.0
40000,40,-39951.52176517191,1000,-993.7213861044269,-40000.0
50000,50,-49959.01058457757,1000,-1004.3472310393789,-50000.0
60000,60,-59965.5636713402,1000,-996.5527076951928,-60000.0
70000,70,-69959.14306974408,1000,-1003.497570328544,-70000.0
80000,80,-79943.9134486539,1000,-996.7631070293377,-80000.0
90000,90,-89947.2488240038,1000,-1003.360390281103,-90000.0
100000,100,-99942.64718883978,1000,-992.4380382805433,-100000.0
120000,120,-119942.97366896302,1000,-998.7738027522032,-120000.0
140000,140,-139956.804637125,1000,-997.9844528874964,-140000.0
170000,170,-169941.97570546248,1000,-998.3636352300201,-170000.0
200000,200,-199950.91801786466,1000,-1000.6573927366126,-200000.0
250000,250,-249943.13795574108,1000,-997.4649280496608,-250000.0
300000,300,-299887.83577130834,1000,-997.7374734082952,-300000.0
400000,400,-399901.2462668162,1000,-1006.413665344051,-400000.0
500000,500,-499918.8333280882,1000,-999.6362947054973,-500000.0
600000,600,-599918.9019276403,1000,-997.3216992070801,-600000.0
700000,700,-699949.7497769464,1000,-1003.8336601032994,-700000.0
800000,800,-799946.2435065052,1000,-1000.0905819336134,-800000.0
900000,900,-899899.0000476987,1000,-995.8174793238086,-900000.0
1000000,1000,-999915.010116657,1000,-998.3280731621228,-1000000.0
