steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
6,1,-1.0,6,-1.0,0,2.0
12,2,0.0,6,1.0,1,2.0
18,3,-1.0,6,-1.0,1,4.0
24,4,-2.0,6,-1.0,1,6.0
30,5,-1.0,6,1.0,2,6.0
36,6,-2.0,6,-1.0,2,8.0
42,7,-1.0,6,1.0,3,8.0
48,8,-2.0,6,-1.0,3,10.0
54,9,-3.0,6,-1.0,3,12.0
60,10,-2.0,6,1.0,4,12.0
72,12,-2.0,6,-1.0,5,14.0
84,14,-4.0,6,-1.0,5,18.0
102,17,-7.0,6,-1.0,5,24.0
120,20,-10.0,6,-1.0,5,30.0
150,25,-9.0,6,-1.0,8,34.0
180,30,-12.0,6,-1.0,9,42.0
240,40,-8.0,6,-1.0,16,48.0
300,50,-10.0,6,1.0,20,60.0
360,60,-8.0,6,1.0,26,68.0
420,70,-8.0,6,1.0,31,78.0
480,80,-8.0,6,-1.0,36,88.0
540,90,-14.0,6,-1.0,38,104.0
600,100,-14.0,6,-1.0,43,114.0
720,120,-16.0,6,-1.0,52,136.0
840,140,-16.0,6,1.0,62,156.0
1020,170,-10.0,6,1.0,80,180.0
1200,200,-14.0,6,1.0,93,214.0
1500,250,-16.0,6,-1.0,117,266.0
1800,300,-18.0,6,1.0,141,318.0
2400,400,-2.0,6,-1.0,199,402.0
3000,500,-10.0,6,1.0,245,510.0
3600,600,-22.0,6,-1.0,289,622.0
4200,700,-28.0,6,-1.0,336,728.0
4800,800,-44.0,6,1.0,378,844.0
5400,900,-44.0,6,-1.0,428,944.0
6000,1000,-62.0,6,-1.0,469,1062.0
7200,1200,-56.0,6,-1.0,572,1256.0
8400,1400,-30.0,6,1.0,685,1430.0
10200,1700,-38.0,6,-1.0,831,1738.0
12000,2000,-22.0,6,-1.0,989,2022.0
15000,2500,-30.0,6,-1.0,1235,2530.0
18000,3000,-34.0,6,-1.0,1483,3034.0
24000,4000,-18.0,6,1.0,1991,4018.0
30000,5000,10.0,6,1.0,2505,4990.0
36000,6000,22.0,6,1.0,3011,5978.0
42000,7000,-24.0,6,-1.0,3488,7024.0
48000,8000,2.0,6,-1.0,4001,7998.0
54000,9000,-4.0,6,-1.0,4498,9004.0
60000,10000,-38.0,6,1.0,4981,10038.0
