steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-4.0,20,-4.0,2.0
40,2,0.0,20,4.0,4.0
60,3,8.0,20,8.0,4.0
80,4,6.0,20,-2.0,6.0
100,5,10.0,20,4.0,8.0
120,6,16.0,20,6.0,8.0
140,7,14.0,20,-2.0,8.0
160,8,10.0,20,-4.0,10.0
180,9,8.0,20,-2.0,12.0
200,10,12.0,20,4.0,12.0
240,12,8.0,20,0.0,12.0
280,14,-2.0,20,4.0,14.0
340,17,-4.0,20,-2.0,16.0
400,20,2.0,20,0.0,18.0
500,25,0.0,20,0.0,24.0
600,30,26.0,20,2.0,28.0
800,40,28.0,20,-6.0,44.0
1000,50,38.0,20,2.0,52.0
1200,60,14.0,20,6.0,66.0
1400,70,20.0,20,0.0,76.0
1600,80,16.0,20,-4.0,88.0
1800,90,2.0,20,-6.0,96.0
2000,100,-8.0,20,2.0,108.0
2400,120,-46.0,20,2.0,134.0
2800,140,-6.0,20,0.0,152.0
3400,170,-6.0,20,10.0,190.0
4000,200,-28.0,20,4.0,200.0
5000,250,-20.0,20,2.0,248.0
6000,300,-22.0,20,-8.0,304.0
8000,400,-60.0,20,0.0,388.0
10000,500,-90.0,20,0.0,496.0
12000,600,-60.0,20,-4.0,580.0
14000,700,-98.0,20,2.0,676.0
16000,800,-88.0,20,4.0,780.0
18000,900,-128.0,20,2.0,886.0
20000,1000,-88.0,20,0.0,980.0
24000,1200,-168.0,20,-8.0,1184.0
28000,1400,-166.0,20,0.0,1362.0
34000,1700,-118.0,20,6.0,1664.0
40000,2000,-230.0,20,-2.0,1950.0
50000,2500,-378.0,20,2.0,2454.0
60000,3000,-344.0,20,-4.0,2916.0
80000,4000,-324.0,20,0.0,3956.0
100000,5000,-334.0,20,-2.0,4960.0
120000,6000,-520.0,20,4.0,5956.0
140000,7000,-962.0,20,4.0,6992.0
160000,8000,-662.0,20,2.0,7972.0
180000,9000,-820.0,20,-2.0,8962.0
200000,10000,-734.0,20,-8.0,10010.0
