steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
349,1,-23.600000000000065,349,-23.600000000000065,-23.600000000000065,0.0,0.0
738,2,-50.00000000000044,389,-26.400000000000105,-50.00000000000044,0.0,0.0
1535,3,-102.39999999999846,797,-52.400000000000475,-102.39999999999846,0.0,0.0
2140,4,-140.89999999999628,605,-38.50000000000028,-140.89999999999628,0.0,0.0
2699,5,-176.49999999999426,559,-35.600000000000236,-176.49999999999426,0.0,0.0
3016,6,-197.49999999999307,317,-21.00000000000003,-197.49999999999307,0.0,0.0
3546,7,-233.49999999999102,530,-36.00000000000024,-233.49999999999102,0.0,0.0
3800,8,-250.89999999999003,254,-17.399999999999977,-250.89999999999003,0.0,0.0
4101,9,-271.09999999999314,301,-20.200000000000017,-271.09999999999314,0.0,0.0
4559,10,-300.3999999999998,458,-29.300000000000146,-300.3999999999998,0.0,0.0
5634,12,-370.2000000000157,548,-35.600000000000236,-370.2000000000157,0.0,0.0
7411,14,-487.2000000000423,922,-60.60000000000059,-487.2000000000423,0.0,0.0
9878,17,-652.4000000000798,930,-60.60000000000059,-652.4000000000798,0.0,0.0
10768,20,-712.2000000000934,317,-20.40000000000002,-712.2000000000934,0.0,0.0
13924,25,-921.600000000141,696,-45.80000000000038,-921.600000000141,0.0,0.0
15535,30,-1028.3000000001603,303,-19.70000000000001,-1028.3000000001603,0.0,0.0
20918,40,-1388.7999999998324,348,-23.800000000000068,-1388.7999999998324,0.0,0.0
26430,50,-1752.7999999995013,212,-14.999999999999963,-1752.7999999995013,0.0,0.0
31957,60,-2124.699999999163,439,-29.50000000000015,-2124.699999999163,0.0,0.0
38003,70,-2521.9999999988017,427,-27.700000000000124,-2521.9999999988017,0.0,0.0
43694,80,-2900.4999999984575,771,-53.200000000000486,-2900.4999999984575,0.0,0.0
50335,90,-3341.899999998056,360,-25.100000000000087,-3341.899999998056,0.0,0.0
56062,100,-3724.799999997708,610,-40.80000000000031,-3724.799999997708,0.0,0.0
67127,120,-4462.099999998702,606,-40.400000000000304,-4462.099999998702,0.0,0.0
77706,140,-5159.90000000124,944,-62.200000000000614,-5159.90000000124,0.0,0.0
93807,170,-6232.300000005142,288,-18.499999999999993,-6232.300000005142,0.0,0.0
110597,200,-7346.600000009195,198,-13.699999999999967,-7346.600000009195,0.0,0.0
139978,250,-9304.70000001634,405,-27.700000000000124,-9304.70000001634,6.0,0.0
168980,300,-11242.60000002339,1001,-67.10000000000046,-11242.60000002339,6.0,0.0
223403,400,-14846.0000000365,440,-29.000000000000142,-14846.0000000365,6.0,0.0
277849,500,-18478.80000001161,628,-42.40000000000033,-18478.80000001161,6.0,0.0
329355,600,-21914.19999996162,242,-15.79999999999996,-21914.19999996162,6.0,0.0
385120,700,-25658.299999907136,1001,-67.80000000000042,-25658.299999907136,6.0,0.0
435931,800,-29038.899999857666,259,-16.699999999999967,-29038.899999857666,25.0,0.0
487899,900,-32509.59999980716,489,-33.3000000000002,-32509.59999980716,25.0,0.0
539132,1000,-35941.79999975722,230,-15.399999999999961,-35941.79999975722,25.0,0.0
